,Dataset,Scaling technique,Model,acc_fold1,acc_fold2,acc_fold3,acc_fold4,acc_fold5,acc_mean,acc_stddev,recall_fold1,recall_fold2,recall_fold3,recall_fold4,recall_fold5,recall_mean,recall_stddev,precision_fold1,precision_fold2,precision_fold3,precision_fold4,precision_fold5,precision_mean,precision_stddev,f1_fold1,f1_fold2,f1_fold3,f1_fold4,f1_fold5,f1_mean,f1_stddev,gmean_fold1,gmean_fold2,gmean_fold3,gmean_fold4,gmean_fold5,gmean_mean,gmean_stddev
20,21.0,NOR,SVM_lin,0.5230769230769231,0.5076923076923077,0.515625,0.515625,0.515625,0.5155288461538461,0.004866467650817159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,22.0,NOR,SVM_lin,0.6206896551724138,0.6206896551724138,0.6162790697674418,0.6162790697674418,0.6162790697674418,0.6180433039294307,0.002160736741829605,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6206896551724138,0.6206896551724138,0.6162790697674418,0.6162790697674418,0.6162790697674418,0.6180433039294307,0.002160736741829605,0.7659574468085107,0.7659574468085107,0.762589928057554,0.762589928057554,0.762589928057554,0.7639369355579367,0.0016497405278197183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,23.0,NOR,SVM_lin,0.5483870967741935,0.5483870967741935,0.5645161290322581,0.5573770491803278,0.5573770491803278,0.5552088841882602,0.0061498008503888734,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5483870967741935,0.5483870967741935,0.5645161290322581,0.5573770491803278,0.5573770491803278,0.5552088841882602,0.0061498008503888734,0.7083333333333333,0.7083333333333333,0.7216494845360826,0.7157894736842105,0.7157894736842105,0.713979019714234,0.005082107184249467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,24.0,NOR,SVM_lin,0.5319148936170213,0.574468085106383,0.5957446808510638,0.5869565217391305,0.6086956521739131,0.5795559666975023,0.026311679284602953,0.045454545454545456,0.13636363636363635,0.19047619047619047,0.14285714285714285,0.19047619047619047,0.14112554112554113,0.05300865358950273,0.5,0.75,0.6666666666666666,0.75,0.8,0.6933333333333334,0.10572501018102472,0.08333333333333334,0.23076923076923075,0.2962962962962963,0.24,0.3076923076923077,0.2316182336182336,0.08003737002679942,0.2088931871468374,0.36181361349331637,0.4193139346887673,0.3703280399090205,0.42761798705987897,0.3575933524595641,0.0787459227557593
24,25.0,NOR,SVM_lin,0.5319148936170213,0.5531914893617021,0.5531914893617021,0.5957446808510638,0.5869565217391305,0.564199814986124,0.023654297193512756,0.047619047619047616,0.047619047619047616,0.0,0.13636363636363635,0.09523809523809523,0.06536796536796537,0.046552398471930954,0.3333333333333333,0.5,0.0,1.0,1.0,0.5666666666666667,0.38873012632302,0.08333333333333333,0.08695652173913042,0.0,0.24000000000000002,0.17391304347826084,0.11684057971014492,0.08257484177916433,0.20965696734438366,0.21398024625545647,0.0,0.3692744729379982,0.3086066999241838,0.22030367729240444,0.1254406395093249
25,26.0,NOR,SVM_lin,0.5694444444444444,0.5694444444444444,0.5555555555555556,0.5633802816901409,0.5633802816901409,0.5642410015649453,0.0051199665113789705,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5694444444444444,0.5694444444444444,0.5555555555555556,0.5633802816901409,0.5633802816901409,0.5642410015649453,0.0051199665113789705,0.7256637168141593,0.7256637168141593,0.7142857142857143,0.7207207207207207,0.7207207207207207,0.7214109178710949,0.004192704808262786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,27.0,NOR,SVM_lin,0.5245901639344263,0.5166666666666667,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5282513661202185,0.006709528077888862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,28.0,NOR,SVM_lin,0.5,0.5,0.5,0.5063291139240507,0.5063291139240507,0.5025316455696203,0.0031006199275736596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,29.0,NOR,SVM_lin,0.5531914893617021,0.574468085106383,0.5434782608695652,0.4782608695652174,0.4782608695652174,0.5255319148936171,0.03987725066153886,0.6666666666666666,0.5416666666666666,0.391304347826087,0.4782608695652174,0.391304347826087,0.49384057971014494,0.10336950806929336,0.5517241379310345,0.5909090909090909,0.5625,0.4782608695652174,0.47368421052631576,0.5314156617863317,0.0470669540016005,0.6037735849056604,0.5652173913043478,0.46153846153846156,0.4782608695652174,0.42857142857142855,0.507472347177023,0.06602576124553554,0.5383819020581655,0.5742039227726821,0.5217391304347826,0.4782608695652174,0.47028929679965076,0.5165750243260996,0.038558114248969745
29,30.0,NOR,SVM_lin,0.574468085106383,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5217391304347826,0.5583718778908418,0.018663489676845134,0.0,0.0,0.0,0.0,0.05,0.01,0.02,0.0,0.0,0.0,0.0,0.25,0.05,0.1,0.0,0.0,0.0,0.0,0.08333333333333334,0.01666666666666667,0.03333333333333334,0.0,0.0,0.0,0.0,0.21031112483834333,0.04206222496766866,0.08412444993533733
30,31.0,NOR,SVM_lin,0.5203252032520326,0.4634146341463415,0.4959349593495935,0.5,0.5,0.4959349593495935,0.018360308602660518,0.5737704918032787,0.4262295081967213,0.0,0.0,0.0,0.2,0.24935283071254483,0.5147058823529411,0.45614035087719296,0.0,0.0,0.0,0.1941692466460268,0.23852785301161808,0.5426356589147286,0.4406779661016949,0.0,0.0,0.0,0.19666272500328472,0.2430100372843724,0.5180506928473294,0.4616435357484827,0.0,0.0,0.0,0.19593884571916242,0.24063712022427877
31,32.0,NOR,SVM_lin,0.7868852459016393,0.7868852459016393,0.7868852459016393,0.8,0.7833333333333333,0.7887978142076502,0.005767551825992923,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7868852459016393,0.7868852459016393,0.7868852459016393,0.8,0.7833333333333333,0.7887978142076502,0.005767551825992923,0.8807339449541284,0.8807339449541284,0.8807339449541284,0.888888888888889,0.8785046728971964,0.881919079329694,0.0035902659244732424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,33.0,NOR,SVM_lin,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7580645161290323,0.7611367127496159,0.0015360983102918446,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7580645161290323,0.7611367127496159,0.0015360983102918446,0.8648648648648648,0.8648648648648648,0.8648648648648648,0.8648648648648648,0.8623853211009175,0.8643689561120753,0.000991817505578929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,34.0,NOR,SVM_lin,0.6557377049180327,0.639344262295082,0.639344262295082,0.639344262295082,0.65,0.6447540983606557,0.006869615357297332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,35.0,NOR,SVM_lin,0.6557377049180327,0.6557377049180327,0.6666666666666666,0.6666666666666666,0.65,0.6589617486338797,0.006630737185625129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,36.0,NOR,SVM_lin,0.6612903225806451,0.6612903225806451,0.6612903225806451,0.6612903225806451,0.6612903225806451,0.6612903225806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,37.0,NOR,SVM_lin,0.639344262295082,0.639344262295082,0.65,0.65,0.6333333333333333,0.6424043715846994,0.0065787447850360736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,38.0,NOR,SVM_lin,0.6534653465346535,0.6534653465346535,0.6534653465346535,0.66,0.65,0.6540792079207921,0.003250421311474568,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6534653465346535,0.6534653465346535,0.6534653465346535,0.66,0.65,0.6540792079207921,0.003250421311474568,0.7904191616766467,0.7904191616766467,0.7904191616766467,0.7951807228915663,0.787878787878788,0.7908633991600589,0.0023723081388357494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,39.0,NOR,SVM_lin,0.6363636363636364,0.6363636363636364,0.6461538461538462,0.6461538461538462,0.6461538461538462,0.6422377622377622,0.004796203692162888,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6363636363636364,0.6363636363636364,0.6461538461538462,0.6461538461538462,0.6461538461538462,0.6422377622377622,0.004796203692162888,0.7777777777777778,0.7777777777777778,0.7850467289719627,0.7850467289719627,0.7850467289719627,0.7821391484942888,0.003561044278189496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,40.0,NOR,SVM_lin,0.6885245901639344,0.6721311475409836,0.6721311475409836,0.6721311475409836,0.6833333333333333,0.6776502732240438,0.006956007274740806,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6885245901639344,0.6721311475409836,0.6721311475409836,0.6721311475409836,0.6833333333333333,0.6776502732240438,0.006956007274740806,0.8155339805825244,0.8039215686274509,0.8039215686274509,0.8039215686274509,0.8118811881188119,0.8078359749167378,0.0049313440535728855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,41.0,NOR,SVM_lin,0.6813186813186813,0.6813186813186813,0.6813186813186813,0.6813186813186813,0.6813186813186813,0.6813186813186813,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6813186813186813,0.6813186813186813,0.6813186813186813,0.6813186813186813,0.6813186813186813,0.6813186813186813,0.0,0.8104575163398693,0.8104575163398693,0.8104575163398693,0.8104575163398693,0.8104575163398693,0.8104575163398693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,42.0,NOR,SVM_lin,0.578125,0.5873015873015873,0.5873015873015873,0.5873015873015873,0.5873015873015873,0.5854662698412699,0.0036706349206349297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,43.0,NOR,SVM_lin,0.5,0.5,0.4939759036144578,0.5903614457831325,0.5903614457831325,0.5349397590361447,0.04530504982400763,0.0,0.0,0.0,0.2682926829268293,0.34146341463414637,0.12195121951219515,0.15114081351053335,0.0,0.0,0.0,0.7333333333333333,0.6666666666666666,0.27999999999999997,0.3435759660460033,0.0,0.0,0.0,0.3928571428571429,0.4516129032258065,0.16889400921658987,0.207684865749843,0.0,0.0,0.0,0.49268752657090864,0.5334349496690813,0.20522449524799802,0.2516777213493627
