Unnamed: 0,Dataset,Scaling technique,Model,acc_fold1,acc_fold2,acc_fold3,acc_fold4,acc_fold5,acc_mean,acc_stddev,recall_fold1,recall_fold2,recall_fold3,recall_fold4,recall_fold5,recall_mean,recall_stddev,precision_fold1,precision_fold2,precision_fold3,precision_fold4,precision_fold5,precision_mean,precision_stddev,f1_fold1,f1_fold2,f1_fold3,f1_fold4,f1_fold5,f1_mean,f1_stddev,gmean_fold1,gmean_fold2,gmean_fold3,gmean_fold4,gmean_fold5,gmean_mean,gmean_stddev
15,16.0,NOR,Bagging,0.5,0.6710526315789473,0.5526315789473685,0.631578947368421,0.4868421052631579,0.568421052631579,0.0722606853565577,0.5384615384615384,0.5897435897435898,0.8421052631578947,0.4473684210526316,0.3947368421052631,0.5624831309041836,0.1554985017263801,0.5121951219512195,0.71875,0.5333333333333333,0.7083333333333334,0.4838709677419355,0.5912965512719643,0.1010930429842762,0.525,0.6478873239436619,0.653061224489796,0.5483870967741936,0.4347826086956521,0.5618236507806608,0.0817400750049416,0.4973944585550259,0.6680512302903471,0.4707511531578504,0.604117909644684,0.4780500559101303,0.5436729615116076,0.0785992381747704
16,17.0,NOR,Bagging,0.5038167938931297,0.5114503816793893,0.4885496183206106,0.5801526717557252,0.5038167938931297,0.517557251908397,0.0321699351232144,0.4242424242424242,0.5,0.6818181818181818,0.1969696969696969,0.2575757575757575,0.4121212121212121,0.1736551367502351,0.509090909090909,0.515625,0.4945054945054945,0.8666666666666667,0.5151515151515151,0.5802079170829171,0.1434325192455733,0.4628099173553718,0.5076923076923077,0.5732484076433121,0.3209876543209876,0.3434343434343434,0.4416345260892645,0.096263373163672,0.4980147066288786,0.5114083119567588,0.4464310689240829,0.4369314487526514,0.4406500813258681,0.4666871235176479,0.0314802720874893
17,18.0,NOR,Bagging,0.5081967213114754,0.4918032786885246,0.5573770491803278,0.5081967213114754,0.4098360655737705,0.4950819672131148,0.0479630781584517,0.6774193548387096,0.0,0.2666666666666666,0.1666666666666666,0.2666666666666666,0.2754838709677419,0.2233562922745791,0.5121951219512195,0.0,0.6153846153846154,0.5,0.3636363636363636,0.3982432201944397,0.2146090215285407,0.5833333333333334,0.0,0.3720930232558139,0.25,0.3076923076923076,0.3026237328562909,0.1886795873999455,0.4751909633114914,0.0,0.4729227357386136,0.373878250552983,0.3824088899852943,0.3408801679176765,0.175776805392421
18,19.0,NOR,Bagging,0.5375,0.5125,0.5822784810126582,0.5569620253164557,0.5189873417721519,0.5416455696202531,0.0255564965067539,0.375,0.6,0.3076923076923077,0.325,0.675,0.4565384615384615,0.151269773513079,0.5555555555555556,0.5106382978723404,0.6666666666666666,0.6190476190476191,0.5192307692307693,0.5742277816745902,0.0599511653547215,0.4477611940298507,0.5517241379310344,0.4210526315789473,0.4262295081967213,0.5869565217391304,0.4867447986951368,0.0689376335541164,0.51234753829798,0.5049752469181039,0.5114083119567588,0.5082650227325636,0.4922475924854202,0.5058487424781652,0.0072764805473709
19,20.0,NOR,Bagging,0.639344262295082,0.6721311475409836,0.5409836065573771,0.65,0.7666666666666667,0.6538251366120218,0.0721468769072667,0.5862068965517241,0.5517241379310345,0.5517241379310345,0.6206896551724138,0.6551724137931034,0.5931034482758621,0.0402134613437606,0.6296296296296297,0.6956521739130435,0.5161290322580645,0.6428571428571429,0.8260869565217391,0.6620709870359239,0.1007468133504182,0.6071428571428571,0.6153846153846154,0.5333333333333333,0.6315789473684211,0.7307692307692308,0.6236417967996916,0.06330134295009,0.6348363894574021,0.6565321642986128,0.5413902920037097,0.648434411303069,0.7554032286268042,0.6473192971379195,0.068036804392769
20,21.0,NOR,Bagging,0.7230769230769231,0.6615384615384615,0.6875,0.609375,0.640625,0.6644230769230769,0.0389301381744789,0.7096774193548387,0.53125,0.8387096774193549,0.5483870967741935,0.5806451612903226,0.6417338709677419,0.1166772733149888,0.7096774193548387,0.7083333333333334,0.6341463414634146,0.6071428571428571,0.6428571428571429,0.6604314188303173,0.0413743719120883,0.7096774193548389,0.6071428571428571,0.7222222222222222,0.5762711864406779,0.6101694915254238,0.645096635337204,0.0591884632112942,0.7223722252956283,0.6469626002023656,0.6763712041956714,0.6046415449251419,0.6361541339262341,0.6573003417090082,0.0398121280799476
21,22.0,NOR,Bagging,0.6206896551724138,0.5287356321839081,0.627906976744186,0.6162790697674418,0.6162790697674418,0.6019780807270783,0.0368671222379872,1.0,0.7407407407407407,1.0,1.0,1.0,0.948148148148148,0.1037037037037037,0.6206896551724138,0.5970149253731343,0.6235294117647059,0.6162790697674418,0.6162790697674418,0.6147584263690276,0.0092904919160491,0.7659574468085107,0.6611570247933883,0.7681159420289855,0.762589928057554,0.762589928057554,0.7440820539491986,0.0415157894240117,0.0,0.3669879217087868,0.1740776559556978,0.0,0.0,0.1082131155328969,0.1458991248201883
22,23.0,NOR,Bagging,0.6451612903225806,0.5967741935483871,0.6774193548387096,0.7049180327868853,0.6721311475409836,0.6592808038075093,0.0365604486395688,0.6176470588235294,0.7352941176470589,0.8857142857142857,0.8823529411764706,0.8823529411764706,0.800672268907563,0.1080260517242968,0.7,0.6097560975609756,0.6595744680851063,0.6818181818181818,0.6521739130434783,0.6606645321015483,0.0305277037788469,0.65625,0.6666666666666666,0.7560975609756098,0.7692307692307693,0.75,0.7196489993746091,0.0480303934705732,0.647392961854563,0.5613608914238398,0.600705053122213,0.651794907395869,0.5995641118204179,0.6121635851233804,0.03371263579193
23,24.0,NOR,Bagging,0.6595744680851063,0.574468085106383,0.723404255319149,0.6956521739130435,0.6304347826086957,0.6567067530064755,0.0518207320300949,0.3181818181818182,0.4090909090909091,0.7619047619047619,0.6666666666666666,0.3333333333333333,0.4978354978354978,0.1819057715221986,0.875,0.5625,0.6666666666666666,0.6666666666666666,0.7,0.6941666666666666,0.1015709932346172,0.4666666666666667,0.4736842105263157,0.7111111111111111,0.6666666666666666,0.4516129032258064,0.5539483116393134,0.1113000632431562,0.5526794237662059,0.5427204202399745,0.7262730392025628,0.6928203230275509,0.541602560309064,0.6112191533090717,0.0810698389619327
24,25.0,NOR,Bagging,0.5957446808510638,0.6170212765957447,0.5531914893617021,0.6170212765957447,0.6304347826086957,0.6026827012025903,0.0271252048355742,0.2857142857142857,0.2857142857142857,0.4761904761904761,0.3636363636363636,0.4761904761904761,0.3774891774891775,0.085464676566255,0.6,0.6666666666666666,0.5,0.6666666666666666,0.625,0.6116666666666666,0.0613731754650732,0.3870967741935483,0.4,0.4878048780487805,0.4705882352941177,0.5405405405405405,0.4572060856153974,0.0570050018604641,0.4916891718944415,0.5027397465361703,0.5413319619607668,0.5526794237662059,0.6015852075182383,0.5380051023351646,0.0391347523608882
