,Bagging,GLVQ,GP,KNORAE,KNORAU,LCA,MCB,MLP,OLA,Percep,SVM_RBF,SVM_lin
overlapping.F2_partial.1,0.011562391461022609,0.009101262984657263,0.008968986203211635,0.010565467250172208,0.013249733678220703,0.008409932409093426,0.008857997890034941,0.007510272402425824,0.007901664454360028,0.009935393683317953,0.01100057346301885,0.00899410163434143
overlapping.F3_partial.0,0.007868835508683576,0.006255297936296528,0.007063867801376289,0.007570035449765283,0.005010879213466414,0.008517895298138178,0.005603912593271454,0.020317486574649345,0.006272587528209187,0.00843771920244413,0.024288130156919323,0.008520555088208006
overlapping.F3_partial.1,0.004713176177076783,0.0029442882650940164,0.006851628714356126,0.008863085720013996,0.004983575253638574,0.00595508633479491,0.006444991828886579,0.003910375580613046,0.00983508419480314,0.007266991404351686,0.006136965735621907,0.0035892995678553285
overlapping.F4_partial.0,0.008195066690747614,0.0049679769288645545,0.006946259095180739,0.007988121152468162,0.0049396445614034315,0.008252974903903403,0.005182586417896268,0.02418770862872499,0.006312156254430565,0.008327832300844603,0.019793542281846245,0.0075383103884963665
overlapping.F4_partial.1,0.005250583092132022,0.0025958450255805262,0.0070363376377278125,0.008679649304998368,0.005583739216423149,0.005711194525990752,0.006565140436751947,0.004426588585554687,0.010388681991274063,0.0074825110238949544,0.006532555133597662,0.003514414635234706
neighborhood.N1_partial.0,0.008876462223752747,0.004565273504978109,0.007269768153495882,0.008423079123652227,0.007995406991802047,0.01198083094258188,0.009387194691308207,0.009857983144293331,0.009075598866938806,0.01976860497065106,0.011191933083688196,0.013515814073990837
neighborhood.N1_partial.1,0.00535618996782204,0.006287277616369856,0.004511902391979844,0.006693739870792239,0.008299204535175478,0.010961349902394139,0.00919451011286285,0.006003403291041263,0.011177087409869842,0.009883578433616915,0.0045531950312977035,0.007518418233628828
neighborhood.N2_partial.0,0.013770517770528479,0.005706746241691869,0.013030867034504597,0.013072788171029116,0.011592956739023845,0.007816978580413735,0.028756191262412512,0.013246957112157638,0.015477561250042241,0.01162054398934959,0.01016339046044455,0.012905723668204644
neighborhood.N2_partial.1,0.007871980029020805,0.003212545127447919,0.006791697669599159,0.008366446739760256,0.010902941138428303,0.008146541969698554,0.011971007778607108,0.01426206356330176,0.009305287663363889,0.007411047396841418,0.005883541763290023,0.011803745034210823
neighborhood.N3_partial.0,0.01216719119579507,0.004432989721977146,0.016756767692524776,0.013420255055933635,0.012971494901673368,0.014093131221627999,0.011840783201933778,0.00843980280940689,0.013179738697026372,0.014220059941622258,0.009861069675417923,0.0114541391590955
neighborhood.N3_partial.1,0.009404607266435092,0.0036675269362503055,0.003939532972891254,0.011967809397280654,0.010478152709322902,0.010732829025906197,0.01050447255720593,0.006973952907502617,0.006431450513405094,0.010672130649443846,0.0045969311016969645,0.010102448610068667
neighborhood.N4_partial.0,0.01226891369853063,0.006656240508654154,0.010193753798500117,0.01195428520465686,0.009654099559758534,0.012238315277690094,0.011674750113710254,0.00841060829648953,0.008568926075718934,0.020146238551365717,0.012759430543583411,0.02155535054733171
neighborhood.N4_partial.1,0.00857257167421125,0.014043017335498344,0.0056742035589107875,0.013216530002060372,0.009947011250969933,0.011050170536961864,0.008425944239962535,0.013236354154149541,0.010756873955979834,0.011146466193754737,0.007069293203392039,0.00832527435516395
neighborhood.T1_partial.0,0.012952239594243223,0.003401044462724073,0.005457951461429965,0.0048992965488300465,0.0068590543557523346,0.005116034343305936,0.021864561401536316,0.01719999031828333,0.01745695401970825,0.008450132612210698,0.012029430125800235,0.00817400214510312
neighborhood.T1_partial.1,0.004699017324061309,0.008611499296671245,0.01412846310325753,0.0057189055824927604,0.0057866391878667045,0.00517069445923732,0.008759284236415385,0.018185532981291778,0.007109228064007732,0.008177235222849136,0.007918061693083732,0.009861630015069749
linearity.class.L1_partial.0,0.06939694920158729,0.009175940768771979,0.013146584736944137,0.00823883000145888,0.018069169932158763,0.02609554502441871,0.005871624258194388,0.005040138241692078,0.0061807823477832684,0.019579157133321954,0.0054379351155933306,0.048986921525618836
linearity.class.L1_partial.1,0.014361418285149731,0.011701841227754216,0.0060883583507470454,0.005621060500727347,0.013657116252269124,0.008887741569903455,0.006281904351509788,0.0035691197273408355,0.016879720639577395,0.007584133502651462,0.0037903453334451865,0.008796437246600038
linearity.class.L2_partial.0,0.008294853377148066,0.008216502925925366,0.009088422026259792,0.005137241690508582,0.0060151072668076485,0.008540596861701092,0.004043984456446679,0.006170235603589959,0.004515565461808362,0.0064934070060727375,0.00465742301361426,0.014376105004015372
linearity.class.L2_partial.1,0.011105300532193028,0.006393238218903395,0.00445769304794603,0.004059076040215207,0.011937902018195983,0.008416121670717928,0.006587656435155737,0.0029818056083434795,0.009998547881567073,0.00362142982275769,0.0028834026168530506,0.007723097224113884
linearity.class.L3_partial.0,0.010031021294778062,0.005540661540370153,0.010222039920364488,0.00476938361090632,0.005207995727930667,0.006410797182594205,0.005499251014253527,0.003604946192410206,0.0037865291136457892,0.005520279289724885,0.005737959395673967,0.015162791520815245
linearity.class.L3_partial.1,0.009767084066922671,0.009432116083244083,0.002851134856606463,0.00490374926341499,0.01327994067833149,0.006018254949271109,0.007400981068311744,0.0026262805672075894,0.010304063696350028,0.004424400808586939,0.004184496601547091,0.007032373666421143
