Dataset,Scaling technique,Model,acc_fold1,acc_fold2,acc_fold3,acc_fold4,acc_fold5,acc_mean,acc_stddev,f1_fold1,f1_fold2,f1_fold3,f1_fold4,f1_fold5,f1_mean,f1_stddev,gmean_fold1,gmean_fold2,gmean_fold3,gmean_fold4,gmean_fold5,gmean_mean,gmean_stddev
16.0,SS,GKELM,0.6052631578947368,0.631578947368421,0.4868421052631579,0.6447368421052632,0.5,0.5736842105263158,0.06688560540599385,0.6153846153846154,0.631578947368421,0.49350649350649345,0.6301369863013698,0.4722222222222222,0.5685658529566244,0.07052609966267225,0.6049002941843936,0.6317977517911877,0.4866642633922876,0.643527329507236,0.4972222007287154,0.572822367920764,0.06729767470632064
16.0,MMS,GKELM,0.5921052631578947,0.6578947368421053,0.5526315789473685,0.6578947368421053,0.5131578947368421,0.5947368421052632,0.05729352909757169,0.6075949367088608,0.6578947368421052,0.5952380952380952,0.6666666666666667,0.4931506849315068,0.6041090240774469,0.06198219024089912,0.5909926812341666,0.6581226581158205,0.542513898107587,0.6573682103577261,0.5116374235585153,0.592126974274763,0.059250588002579534
17.0,SS,GKELM,0.4732824427480916,0.46564885496183206,0.5190839694656488,0.5038167938931297,0.5114503816793893,0.49465648854961825,0.021264714926998638,0.4963503649635036,0.5,0.5039370078740156,0.5255474452554744,0.5362318840579711,0.5124133404301929,0.01564471888652582,0.47107475193584925,0.46056618647183833,0.5182002205050367,0.5017452060042544,0.5086661564732401,0.49205050427804375,0.022294031722536883
17.0,MMS,GKELM,0.48854961832061067,0.48091603053435117,0.44274809160305345,0.5572519083969466,0.4961832061068702,0.4931297709923664,0.03695791889132888,0.5179856115107914,0.4925373134328358,0.45112781954887216,0.5735294117647058,0.5147058823529411,0.5099772077220293,0.039731040597658786,0.4847319207201388,0.4803844614152614,0.44249767886870983,0.5559594491425693,0.4947274449181537,0.4916601910129666,0.03670394597337297
18.0,SS,GKELM,0.5737704918032787,0.5081967213114754,0.5409836065573771,0.45901639344262296,0.39344262295081966,0.4950819672131147,0.06340681837971711,0.59375,0.5454545454545455,0.43999999999999995,0.44067796610169496,0.463768115942029,0.49673012549965384,0.06202188474153489,0.5717357085490704,0.501610310127101,0.5101127853361852,0.4579054698896255,0.3709911166081346,0.4824710781020234,0.06652788791431861
18.0,MMS,GKELM,0.5409836065573771,0.5573770491803278,0.5737704918032787,0.45901639344262296,0.4262295081967213,0.5114754098360657,0.058098508677604424,0.5625,0.5846153846153845,0.48,0.45901639344262296,0.4927536231884058,0.5157770802492826,0.04889498540953544,0.5388159060803247,0.5535807194106618,0.5447698537441175,0.45907808504876707,0.4056058789419331,0.5003700886451609,0.05825131113931233
19.0,SS,GKELM,0.5,0.575,0.5443037974683544,0.569620253164557,0.46835443037974683,0.5314556962025316,0.04120423298515443,0.42857142857142855,0.6222222222222222,0.5384615384615384,0.6136363636363636,0.4166666666666667,0.5239116439116439,0.08777065155762173,0.48412291827592707,0.5612486080160911,0.5442001894099691,0.558156305651438,0.45993310550389993,0.521532225371465,0.04153663136607516
19.0,MMS,GKELM,0.4875,0.575,0.5316455696202531,0.569620253164557,0.5189873417721519,0.5365506329113925,0.03258971323513907,0.4057971014492754,0.6136363636363636,0.5432098765432098,0.6136363636363636,0.5,0.5352559410530425,0.0779138227910186,0.4677071733467426,0.5662375826453062,0.5310850045437944,0.558156305651438,0.5176376318900298,0.5281647396154622,0.03499571594671716
20.0,SS,GKELM,0.6229508196721312,0.639344262295082,0.5245901639344263,0.6333333333333333,0.7833333333333333,0.6407103825136612,0.08270054470773788,0.5818181818181819,0.576923076923077,0.5245901639344263,0.6333333333333333,0.7450980392156864,0.6123525590449409,0.07476816138850258,0.6158817620514397,0.6228410989030498,0.5252257314388903,0.6336854786668166,0.769264994532525,0.6333798131185443,0.07820412729743868
20.0,MMS,GKELM,0.6557377049180327,0.7049180327868853,0.5737704918032787,0.65,0.7666666666666667,0.6702185792349726,0.06391714305650496,0.6037735849056604,0.64,0.5806451612903226,0.6181818181818182,0.7200000000000001,0.6325201128755602,0.04781556133670015,0.6432675209026769,0.6822882392210131,0.5742311201165824,0.6449944166834598,0.7487475638352868,0.6587057721518038,0.05696659496498679
21.0,SS,GKELM,0.6615384615384615,0.6153846153846154,0.671875,0.625,0.609375,0.6366346153846154,0.025266973175114428,0.6857142857142857,0.5762711864406779,0.7042253521126761,0.6129032258064516,0.5762711864406779,0.6310770473029538,0.05417297273594978,0.6577519069964718,0.6084941671989564,0.6632365324280728,0.6245232785999225,0.6046415449251419,0.6317294860297131,0.024476218603748396
21.0,MMS,GKELM,0.7230769230769231,0.676923076923077,0.6875,0.609375,0.640625,0.6675,0.03918767665324509,0.689655172413793,0.6440677966101694,0.7222222222222222,0.5901639344262295,0.5818181818181819,0.6455854614981191,0.0546908537910063,0.7157750804857642,0.6706792124858247,0.6763712041956714,0.6078663227023354,0.6253053994807224,0.6591994438700637,0.03850026668092218
22.0,SS,GKELM,0.5977011494252874,0.5747126436781609,0.6162790697674418,0.5930232558139535,0.5930232558139535,0.5949478748997594,0.013262528378393127,0.7368421052631579,0.704,0.759124087591241,0.72,0.7328244274809161,0.730558124067063,0.018316368421050007,0.2872134789517764,0.38490017945975047,0.1724275935408654,0.39290447688825536,0.2869368599152862,0.30487651775118674,0.08041049659149503
22.0,MMS,GKELM,0.6206896551724138,0.6206896551724138,0.6162790697674418,0.6162790697674418,0.6162790697674418,0.6180433039294307,0.002160736741829605,0.7659574468085107,0.7659574468085107,0.762589928057554,0.762589928057554,0.762589928057554,0.7639369355579367,0.0016497405278197183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,SS,GKELM,0.6290322580645161,0.6290322580645161,0.6129032258064516,0.7213114754098361,0.6229508196721312,0.6430460074034903,0.03957437978209861,0.6567164179104478,0.676056338028169,0.6842105263157895,0.746268656716418,0.7088607594936709,0.694422539692899,0.030853966494143542,0.6267831705280087,0.6149400462680908,0.5745944049142231,0.7193255131717365,0.5522779130530093,0.6175842095870137,0.057542924864768266
23.0,MMS,GKELM,0.6290322580645161,0.5967741935483871,0.5967741935483871,0.7049180327868853,0.6229508196721312,0.6300898995240614,0.03967671136448501,0.6849315068493151,0.6987951807228915,0.6987951807228916,0.7692307692307693,0.7228915662650602,0.7149288407581855,0.029774265556848197,0.6063390625908325,0.4936572484949417,0.49548223530480434,0.651794907395869,0.5113099925649136,0.5517166892702722,0.06506176607646376
24.0,SS,GKELM,0.723404255319149,0.6808510638297872,0.7872340425531915,0.717391304347826,0.7608695652173914,0.733950046253469,0.03679334814141374,0.6976744186046512,0.6511627906976744,0.7500000000000001,0.6666666666666666,0.717948717948718,0.696690518783542,0.03540899772308973,0.7198484689028783,0.6768912897813194,0.7774288420142415,0.7037315505489968,0.7483314773547882,0.7252463257204449,0.03488888402430778
24.0,MMS,GKELM,0.723404255319149,0.6808510638297872,0.7659574468085106,0.6521739130434783,0.717391304347826,0.7079555966697504,0.03882823761549085,0.6666666666666667,0.5945945945945945,0.7027027027027026,0.4666666666666666,0.5806451612903225,0.6022551583841906,0.08142292902745203,0.704530791636275,0.648074069840786,0.7400128699009549,0.5537749241945383,0.6414269805898185,0.6575639272324745,0.06344498418464077
25.0,SS,GKELM,0.6595744680851063,0.6595744680851063,0.6382978723404256,0.7659574468085106,0.6521739130434783,0.6751156336725254,0.046080713458871554,0.6190476190476191,0.5294117647058824,0.5853658536585366,0.7441860465116279,0.5555555555555556,0.6067133678958443,0.07496565493686848,0.6546536707079771,0.6021937915964948,0.628970902033151,0.7627700713964739,0.6172133998483676,0.6531603671164928,0.05743069514639499
25.0,MMS,GKELM,0.6170212765957447,0.6170212765957447,0.6382978723404256,0.6170212765957447,0.6521739130434783,0.6283071230342276,0.014502066932296342,0.47058823529411764,0.25,0.5142857142857143,0.4375,0.42857142857142855,0.4201890756302521,0.09025353855481312,0.5547001962252291,0.3779644730092272,0.588348405414552,0.529150262212918,0.5237229365663817,0.5147772546856616,0.07212614128106141
26.0,SS,GKELM,0.6527777777777778,0.6944444444444444,0.6527777777777778,0.5492957746478874,0.7183098591549296,0.6535211267605634,0.05785555623093838,0.6987951807228916,0.725,0.6913580246913581,0.627906976744186,0.7727272727272727,0.7031574909771416,0.04719734480006783,0.6408589829553912,0.6922068154632122,0.6446898479113813,0.5111656508223583,0.682736429567124,0.6343315453438934,0.0648264130662649
26.0,MMS,GKELM,0.6944444444444444,0.6805555555555556,0.6805555555555556,0.5633802816901409,0.647887323943662,0.6533646322378717,0.047525630647704896,0.7555555555555555,0.7578947368421053,0.7472527472527473,0.6804123711340206,0.7422680412371133,0.7366766904043084,0.02868939472899793,0.6542243051008854,0.6068063980551724,0.6312190586476298,0.43161362650018953,0.5388159060803247,0.5725358588768403,0.08035832356642178
27.0,SS,GKELM,0.5245901639344263,0.6333333333333333,0.5333333333333333,0.5333333333333333,0.6333333333333333,0.5715846994535518,0.05051852721689924,0.4528301886792453,0.5217391304347826,0.5172413793103449,0.5,0.6071428571428571,0.519790711113446,0.050032142983235474,0.5085476277156078,0.5891114328473495,0.5334774730817734,0.5303300858899107,0.6312190586476298,0.5585371356364541,0.045033376128088456
27.0,MMS,GKELM,0.5573770491803278,0.6,0.6166666666666667,0.5,0.5833333333333334,0.5714754098360656,0.04075293921186452,0.4255319148936171,0.4,0.4888888888888888,0.34782608695652173,0.4444444444444445,0.4213382670366944,0.046848545099359214,0.5085476277156078,0.4991650425568579,0.5649747149841563,0.44320263021395917,0.5282214092053229,0.5088222849351808,0.03982134672641745
28.0,SS,GKELM,0.4375,0.475,0.5125,0.5316455696202531,0.379746835443038,0.4672784810126582,0.05439903792965317,0.39999999999999997,0.5116279069767442,0.48,0.5316455696202531,0.37974683544303806,0.46060406240800705,0.060394162614366746,0.4330127018922193,0.46904157598234303,0.5086747487343951,0.531688167718925,0.379777262656375,0.4644388913968515,0.054139925588044466
28.0,MMS,GKELM,0.35,0.5,0.5125,0.5189873417721519,0.3924050632911392,0.45477848101265816,0.06981190536770028,0.3157894736842105,0.5348837209302325,0.4657534246575342,0.4571428571428572,0.368421052631579,0.4283981058092827,0.0772513012707638,0.34641016151377546,0.4943429983321297,0.5049752469181039,0.5063696835418333,0.3905945500952395,0.4485385280802164,0.0669556616165111
29.0,SS,GKELM,0.6595744680851063,0.6382978723404256,0.6956521739130435,0.5869565217391305,0.6956521739130435,0.6552266419981498,0.04058261552732114,0.6363636363636365,0.6666666666666667,0.6818181818181819,0.5581395348837209,0.72,0.6525976039464412,0.05437045558992877,0.6566273069937428,0.6327419053931703,0.6942921488117961,0.5833220810869016,0.6901959941907628,0.6514358872952747,0.0408776502058418
29.0,MMS,GKELM,0.6382978723404256,0.6595744680851063,0.6956521739130435,0.5869565217391305,0.717391304347826,0.6595744680851064,0.045542171821789316,0.6046511627906976,0.6923076923076924,0.6818181818181819,0.5957446808510638,0.7346938775510203,0.6618431190637312,0.0534307959207883,0.6327419053931703,0.6510860492118233,0.6942921488117961,0.5865538070970453,0.7144207271806515,0.6558189275388973,0.04531438110481763
30.0,SS,GKELM,0.5957446808510638,0.6521739130434783,0.6956521739130435,0.6956521739130435,0.7391304347826086,0.6756706753006474,0.04850963630543428,0.48648648648648646,0.5555555555555556,0.6111111111111112,0.6111111111111112,0.625,0.5778528528528529,0.05153651004602059,0.5627314338711378,0.6201736729460423,0.6665063909901909,0.6665063909901909,0.6793662204867574,0.6390568218568639,0.04316003585048129
30.0,MMS,GKELM,0.5957446808510638,0.5869565217391305,0.5434782608695652,0.5652173913043478,0.6086956521739131,0.580018501387604,0.023117481960406683,0.1739130434782609,0.1739130434782609,0.0,0.09090909090909091,0.18181818181818182,0.12411067193675888,0.07042231605160504,0.31031644541708764,0.3100868364730212,0.0,0.21926450482675733,0.316227766016838,0.23117911054674084,0.1210852259866203
31.0,SS,GKELM,0.5203252032520326,0.4796747967479675,0.5853658536585366,0.4918032786885246,0.5737704918032787,0.530187924830068,0.04258233065192645,0.5123966942148761,0.5076923076923077,0.5486725663716814,0.5230769230769231,0.5593220338983051,0.5302321050508187,0.020315587846809733,0.5200882648923051,0.47630252263918205,0.5797116298389156,0.4874120900760166,0.5728329576936443,0.5272694930280128,0.04257704006588649
31.0,MMS,GKELM,0.5284552845528455,0.4796747967479675,0.5528455284552846,0.4918032786885246,0.5409836065573771,0.5187524990003999,0.028298509278214725,0.5,0.5,0.5217391304347827,0.4918032786885246,0.5483870967741935,0.5123859011795002,0.02056226848580643,0.5253992966699716,0.47796501468388486,0.549024422016349,0.4918032786885246,0.5407351640154309,0.5169854352148322,0.027633579513640545
32.0,SS,GKELM,0.7868852459016393,0.7868852459016393,0.7868852459016393,0.7833333333333333,0.7833333333333333,0.7854644808743169,0.0017400746806656422,0.8807339449541284,0.8807339449541284,0.8807339449541284,0.8785046728971962,0.8785046728971964,0.8798422361313556,0.0010921158074656547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,MMS,GKELM,0.7868852459016393,0.7868852459016393,0.7868852459016393,0.8,0.7833333333333333,0.7887978142076502,0.005767551825992923,0.8807339449541284,0.8807339449541284,0.8807339449541284,0.888888888888889,0.8785046728971964,0.881919079329694,0.0035902659244732424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,SS,GKELM,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7580645161290323,0.7611367127496159,0.0015360983102918446,0.8648648648648648,0.8648648648648648,0.8648648648648648,0.8648648648648648,0.8623853211009175,0.8643689561120753,0.000991817505578929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,MMS,GKELM,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7580645161290323,0.7611367127496159,0.0015360983102918446,0.8648648648648648,0.8648648648648648,0.8648648648648648,0.8648648648648648,0.8623853211009175,0.8643689561120753,0.000991817505578929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,SS,GKELM,0.8524590163934426,0.7540983606557377,0.7704918032786885,0.8688524590163934,0.7666666666666667,0.8025136612021857,0.048062089695975974,0.742857142857143,0.6153846153846153,0.7083333333333333,0.8181818181818182,0.6315789473684211,0.7032671714250662,0.07437869721674516,0.7768985960673559,0.6895828271676112,0.7709770388316337,0.8568930704969753,0.7058105256855398,0.7600324116498232,0.05948007589857212
34.0,MMS,GKELM,0.7213114754098361,0.7868852459016393,0.8360655737704918,0.8032786885245902,0.75,0.7795081967213114,0.04018901859715168,0.32,0.6060606060606061,0.7058823529411764,0.625,0.48275862068965514,0.5479403159382875,0.1345119259469191,0.4364357804719847,0.665500144921429,0.7385489458759964,0.674199862463242,0.5699002761767402,0.6169170019818784,0.10509045768423782
35.0,SS,GKELM,0.8360655737704918,0.7704918032786885,0.7666666666666667,0.9333333333333333,0.8666666666666667,0.8346448087431693,0.06245555020047106,0.7619047619047619,0.5,0.631578947368421,0.9,0.8333333333333334,0.7253634085213033,0.1435791804603883,0.816496580927726,0.5773502691896257,0.714142842854285,0.9246621004453465,0.8839913921757278,0.7833286371185422,0.12523738482643068
35.0,MMS,GKELM,0.7704918032786885,0.7049180327868853,0.7666666666666667,0.7833333333333333,0.8333333333333334,0.7717486338797814,0.04103806945889701,0.5,0.25,0.4615384615384615,0.5185185185185185,0.6875000000000001,0.483511396011396,0.1400850492818446,0.5773502691896257,0.3779644730092272,0.5477225575051661,0.5916079783099616,0.7237468644557459,0.5636784284939453,0.11075481592507017
36.0,SS,GKELM,0.8225806451612904,0.8225806451612904,0.8064516129032258,0.8225806451612904,0.8387096774193549,0.8225806451612904,0.01020089567796254,0.7317073170731706,0.717948717948718,0.6666666666666666,0.7027027027027026,0.7500000000000001,0.7138050808782516,0.02825959962460965,0.791945516022682,0.7756455480824747,0.7277477067903931,0.757463828707505,0.8028694184834098,0.7711344036172928,0.026570111299735192
36.0,MMS,GKELM,0.7580645161290323,0.7741935483870968,0.7096774193548387,0.7580645161290323,0.7903225806451613,0.7580645161290323,0.026989033114002414,0.4444444444444445,0.5,0.25,0.4444444444444445,0.5517241379310345,0.4381226053639846,0.10218039549363238,0.5345224838248488,0.5773502691896257,0.3779644730092272,0.5345224838248488,0.6172133998483676,0.5283146219393836,0.08122774131620217
