ImbCoL;PyMFE;Both
2.09496378898621;0.605265855789185;2.7002296447754
0.792666912078857;0.368700981140137;1.16136789321899
2.13476300239563;0.634758710861206;2.76952171325684
2.04717302322388;0.593790054321289;2.64096307754517
2.09097695350647;0.604513168334961;2.69549012184143
2.15750002861023;0.605507135391235;2.76300716400147
1.93868207931519;0.601172924041748;2.53985500335694
1.94021797180176;0.610641956329346;2.55085992813111
1.93901610374451;0.598273992538452;2.53729009628296
1.96896505355835;0.657081127166748;2.6260461807251
1.98843312263489;0.990277051925659;2.97871017456055
4.91553497314453;1.2512309551239;6.16676592826843
2.14866995811462;0.575845003128052;2.72451496124267
6.22779297828674;1.61074924468994;7.83854222297668
9.11129117012024;1.89920687675476;11.010498046875
2.50784087181091;0.653439044952393;3.1612799167633
5.17716693878174;1.56441020965576;6.7415771484375
2.08764410018921;0.561820030212402;2.64946413040161
2.59955406188965;0.716179847717285;3.31573390960694
1.92758798599243;0.70284628868103;2.63043427467346
2.08129811286926;0.692122936248779;2.77342104911804
2.95500588417053;0.849545001983643;3.80455088615417
2.01099610328674;0.623205900192261;2.634202003479
0.808583974838257;0.344723224639893;1.15330719947815
0.80390214920044;0.329830884933472;1.13373303413391
2.42243981361389;0.758018016815186;3.18045783042908
1.86585903167725;0.596113920211792;2.46197295188904
2.6432478427887;0.791620969772339;3.43486881256104
0.799399137496948;0.303497076034546;1.10289621353149
0.788552045822144;0.355065107345581;1.14361715316773
4.8752121925354;1.55060386657715;6.42581605911255
2.21717309951782;0.544831037521362;2.76200413703918
1.96212100982666;0.635993242263794;2.59811425209045
1.92942094802856;0.786427021026611;2.71584796905517
1.92753100395203;0.605787992477417;2.53331899642945
2.02882385253906;0.598241090774536;2.6270649433136
1.98937511444092;0.586302995681763;2.57567811012268
3.6859290599823;1.05041813850403;4.73634719848633
2.26732206344604;0.587464809417725;2.85478687286377
1.92595100402832;0.704728126525879;2.6306791305542
3.1127450466156;1.29202699661255;4.40477204322815
2.08383584022522;0.817180156707764;2.90101599693298
2.90616798400879;0.704901933670044;3.61106991767883
2.03914213180542;0.593035936355591;2.63217806816101
2.08838891983032;0.586766004562378;2.6751549243927
2.6455340385437;0.71176290512085;3.35729694366455
0.77147388458252;0.292762994766235;1.06423687934876
1.97419309616089;0.635288715362549;2.60948181152344
3.17358994483948;0.969174861907959;4.14276480674744
0.876380920410156;0.329174041748047;1.2055549621582
2.01335000991821;0.60379695892334;2.61714696884155
4.09086990356445;1.1675112247467;5.25838112831115
0.77212405204773;0.410442590713501;1.18256664276123
1.77214407920837;0.546398162841797;2.31854224205017
