"ds_name","overlapping.F2_partial.0","overlapping.F2_partial.1","overlapping.F3_partial.0","overlapping.F3_partial.1","overlapping.F4_partial.0","overlapping.F4_partial.1","neighborhood.N1_partial.0","neighborhood.N1_partial.1","neighborhood.N2_partial.0","neighborhood.N2_partial.1","neighborhood.N3_partial.0","neighborhood.N3_partial.1","neighborhood.N4_partial.0","neighborhood.N4_partial.1","neighborhood.T1_partial.0","neighborhood.T1_partial.1","linearity.class.L1_partial.0","linearity.class.L1_partial.1","linearity.class.L2_partial.0","linearity.class.L2_partial.1","linearity.class.L3_partial.0","linearity.class.L3_partial.1"
"D81","0.951357466063348","0.00801408177723278","0.964705882352941","0.648648648648649","0.964705882352941","0.648648648648649","0.517647058823529","0.398648648648649","0.481483074221754","0.443685377650575","0.388235294117647","0.304054054054054","0.111587982832618","0.133047210300429","0.764705882352941","0.628378378378378","0.197149267451633","0.067927653845079","0.329411764705882","0.128378378378378","0.266094420600858","0.0815450643776824"
"D82","0.743846442632577","0.182997039523273","0.969788519637462","0.955284552845528","0.969788519637462","0.955284552845528","0.395770392749245","0.520325203252033","0.442843251922707","0.479409828475121","0.241691842900302","0.410569105691057","0.128249566724437","0.157712305025997","0.646525679758308","0.82520325203252","0.0902249298800102","0.194710241364423","0.145015105740181","0.349593495934959","0.098786828422877","0.292894280762565"
"D83","0.815211581291759","0.502058241019809","0.993775933609959","0.984848484848485","0.993775933609959","0.984848484848485","0.302904564315353","0.671717171717172","0.423030410249133","0.504036196281902","0.184647302904564","0.54040404040404","0.0882352941176471","0.239705882352941","0.556016597510373","0.934343434343434","0.0438139256942107","0.300157309454856","0.0746887966804979","0.46969696969697","0.0426470588235294","0.461764705882353"
"D84","0.218902025520901","0.216933579178162","0.96","0.955974842767296","0.96","0.955974842767296","0.526666666666667","0.534591194968553","0.488771739680411","0.486022912273282","0.353333333333333","0.352201257861635","0.00323624595469256","0.0258899676375405","1","0.987421383647799","0.156029553219805","0.135287725093451","0.253333333333333","0.194968553459119","0.229773462783172","0.155339805825243"
"D85","0.71725399272928","0.336551567410157","0.953757225433526","0.954337899543379","0.953757225433526","0.954337899543379","0.589595375722543","0.502283105022831","0.495021993419188","0.481836891399035","0.433526011560694","0.264840182648402","0.0331632653061225","0.0204081632653061","1","0.995433789954338","0.183197139080476","0.107661831394078","0.283236994219653","0.191780821917808","0.237244897959184","0.107142857142857"
"D86","0.2318457974384","0.281615854239849","0.904191616766467","0.968354430379747","0.904191616766467","0.968354430379747","0.532934131736527","0.569620253164557","0.492738644115711","0.497212720677084","0.425149700598802","0.417721518987342","0.0307692307692308","0.0430769230769231","1","1","0.168831234235569","0.14900840296946","0.293413173652695","0.221518987341772","0.233846153846154","0.193846153846154"
"D87","0.345905288567516","0.330613897941785","0.989339019189765","0.981288981288981","0.989339019189765","0.981288981288981","0.5863539445629","0.567567567567568","0.494338635941064","0.493607749154191","0.430703624733475","0.395010395010395","0.0357894736842105","0.0515789473684211","1","1","0.177861954501505","0.156041148528872","0.298507462686567","0.266112266112266","0.250526315789474","0.237894736842105"
"D88","0.743797348484848","0.50644498711293","0.983193277310924","0.967479674796748","0.983193277310924","0.967479674796748","0.453781512605042","0.471544715447154","0.445899498445719","0.452180362123881","0.277310924369748","0.349593495934959","0.103305785123967","0.0867768595041322","0.65546218487395","0.715447154471545","0.134134691679418","0.127295344606189","0.19327731092437","0.235772357723577","0.15702479338843","0.194214876033058"
"D89","0.543545232111257","0.375027253707503","0.90625","0.984251968503937","0.90625","0.984251968503937","0.5390625","0.551181102362205","0.484881706036384","0.46995886857977","0.421875","0.409448818897638","0.12156862745098","0.117647058823529","0.7890625","0.78740157480315","0.131607041375374","0.172416967496052","0.1875","0.307086614173228","0.168627450980392","0.231372549019608"
"D90","0.252009967594113","0.36058198836026","0.971264367816092","0.985250737463127","0.971264367816092","0.985250737463127","0.580459770114943","0.589970501474926","0.363302050906676","0.374770063598961","0.258620689655172","0.244837758112094","0.0553129548762737","0.0465793304221252","0.790229885057471","0.805309734513274","0.185793115139866","0.195167699281466","0.396551724137931","0.389380530973451","0.327510917030568","0.358078602620087"
"D91","0.89341216589896","0.00103540257103703","0.976190476190476","0.16056338028169","0.976190476190476","0.16056338028169","0.904761904761905","0.225352112676056","0.519831878536372","0.462668924158504","0.785714285714286","0.152112676056338","0.0579345088161209","0.0327455919395466","1","0.971830985915493","0.50000094799644","0","1","0","1","0"
"D92","0.908867402575847","0.000270176804159525","0.9375","0.153333333333333","0.9375","0.153333333333333","0.9375","0.193333333333333","0.518864961442933","0.461594985687741","0.6875","0.123333333333333","0.036144578313253","0.0210843373493976","1","0.966666666666667","0.500001746273486","0","1","0","1","0"
"D93","0.00229853991261622","0.448553804562498","0.130952380952381","0.12","0.130952380952381","0.12","0.111111111111111","0.48","0.437135652063021","0.495320203910753","0.0555555555555556","0.42","0","0.0132450331125828","0.908730158730159","1","0.00104185622440778","0.0958056454746856","0.00396825396825395","0.1","0.00331125827814571","0.0629139072847682"
"D94","0.44208053618909","0.0135860271284838","0.393939393939394","0.191747572815534","0.393939393939394","0.191747572815534","0.727272727272727","0.114077669902913","0.514512069522675","0.436325323085669","0.681818181818182","0.0436893203883495","0.0334728033472803","0","1","0.861650485436893","0.153823724537564","0.00342621112736563","0.151515151515151","0.00970873786407767","0.146443514644351","0"
"D95","0.00482087225655832","0.392996929403446","0.128099173553719","0.161290322580645","0.128099173553719","0.161290322580645","0.12396694214876","0.403225806451613","0.44043243253534","0.483351790108496","0.0619834710743802","0.290322580645161","0.00328947368421053","0.00328947368421053","0.913223140495868","1","0","0.057994924525295","0","0.0806451612903226","0","0.0460526315789473"
"D96","0.00183035523416207","0.387677831945137","0.141342756183746","0.207547169811321","0.141342756183746","0.207547169811321","0.109540636042403","0.528301886792453","0.440854679673268","0.495157622758615","0.0530035335689046","0.433962264150943","0.00297619047619048","0.00892857142857143","0.911660777385159","1","0.00638399895130781","0.037583319918729","0.0141342756183745","0.0566037735849056","0.00297619047619047","0.0267857142857143"
"D97","0.286073732044966","0.0352520178270132","0.58695652173913","0.372093023255814","0.58695652173913","0.372093023255814","0.804347826086957","0.166666666666667","0.521857061699247","0.448853729691143","0.739130434782609","0.0891472868217054","0.0657894736842105","0.0164473684210526","1","0.965116279069767","0.320469073685505","0.0071064213163099","0.369565217391304","0.0232558139534884","0.358552631578947","0"
"D98","0.6954344090659","0.00228589569661759","0.983870967741935","0.22289156626506","0.983870967741935","0.22289156626506","0.854838709677419","0.25","0.506653124509159","0.471555242802836","0.580645161290323","0.189759036144578","0.0228426395939086","0.050761421319797","1","0.978915662650602","0.499999778142506","0","1","0","1","0"
"D99","0.817955483641531","0.0129984052775129","0.948275862068966","0.244648318042814","0.948275862068966","0.244648318042814","0.810344827586207","0.253822629969419","0.513047539104215","0.465117489160147","0.672413793103448","0.162079510703364","0.0363636363636364","0.00779220779220779","1","0.987767584097859","0.499996164853245","0","1","0","1","0"
"D100","0.844667831914618","0.000355814351088833","0.974358974358974","0.250950570342205","0.974358974358974","0.250950570342205","0.923076923076923","0.29277566539924","0.510207419605972","0.471682728889966","0.58974358974359","0.216730038022814","0.00993377483443709","0.0529801324503311","1","0.96958174904943","0.500000487339353","0","1","0","1","0"
"D101","0.683298790908254","0.00144497222737319","0.983050847457627","0.281094527363184","0.983050847457627","0.281094527363184","0.847457627118644","0.241293532338308","0.501871000724872","0.462299118909136","0.525423728813559","0.13681592039801","0.017353579175705","0.0368763557483731","1","0.987562189054726","0.499993101572986","0","1","0","1","0"
"D102","0.292597199381779","0.208025850692363","0.453900709219858","0.355421686746988","0.453900709219858","0.355421686746988","0.460992907801418","0.36144578313253","0.491707512247893","0.473462225011908","0.368794326241135","0.234939759036145","0.0195439739413681","0.0162866449511401","1","0.981927710843373","0.0948943580930973","0.0479398577025407","0.113475177304965","0.0783132530120482","0.0944625407166124","0.0488599348534202"
"D103","0.368409557156999","0.0212915354832895","0.634615384615385","0.334677419354839","0.634615384615385","0.334677419354839","0.865384615384615","0.213709677419355","0.521248499884451","0.454777489306338","0.807692307692308","0.104838709677419","0.04","0","1","0.967741935483871","0.1944302433864","0.0234649435666544","0.25","0.0362903225806451","0.213333333333333","0.0233333333333333"
"D104","0.406166752559601","0.125323152239114","0.427480916030534","0.383084577114428","0.427480916030534","0.383084577114428","0.572519083969466","0.196517412935323","0.49595978852222","0.45401002993868","0.442748091603053","0.0995024875621891","0.0318949343339587","0.00562851782363977","1","0.975124378109453","0.140517631493268","0.0133051655189771","0.221374045801527","0.0248756218905473","0.148217636022514","0"
"D105","0.0304239239086284","0.533353666404245","0.347648261758691","0.401459854014598","0.347648261758691","0.401459854014598","0.171779141104294","0.474452554744526","0.452525786419407","0.491111425783255","0.0777096114519427","0.328467153284672","0.00638977635782748","0.0303514376996805","0.969325153374233","1","0.0126094114988293","0.197907800657795","0.0265848670756647","0.233576642335766","0.00958466453674123","0.210862619808307"
"D106","0.0364082075194942","0.533700725576013","0.348360655737705","0.39568345323741","0.348360655737705","0.39568345323741","0.174180327868852","0.467625899280576","0.452704509443486","0.490999374440809","0.0778688524590164","0.316546762589928","0.00956937799043062","0.0334928229665072","0.969262295081967","1","0.0126119983585483","0.194697809483024","0.0225409836065574","0.223021582733813","0.0127591706539075","0.20414673046252"
"D107","0.362248594502781","0.341291667120154","0.444444444444444","0.432748538011696","0.444444444444444","0.432748538011696","0.470588235294118","0.421052631578947","0.486016336159099","0.478344043485783","0.333333333333333","0.292397660818713","0.0216049382716049","0.00308641975308642","0.993464052287582","0.994152046783626","0.0743010507916744","0.0682898793619329","0.117647058823529","0.105263157894737","0.0987654320987654","0.0740740740740741"
"D108","0.109273778555986","0.32243391415315","0.396648044692737","0.475409836065574","0.396648044692737","0.475409836065574","0.435754189944134","0.475409836065574","0.48070882466524","0.483949649065472","0.307262569832402","0.336065573770492","0.0166112956810631","0.0166112956810631","1","1","0.0707859218008741","0.0584797920093248","0.0782122905027933","0.0901639344262295","0.0564784053156147","0.0332225913621262"
"D109","0.0785756874130445","0.212107795915902","0.372222222222222","0.508064516129032","0.372222222222222","0.508064516129032","0.35","0.604838709677419","0.467973604835384","0.494030398997251","0.211111111111111","0.459677419354839","0.0131578947368421","0.0263157894736842","0.988888888888889","1","0.0391146871160271","0.132531883026408","0.0722222222222222","0.161290322580645","0.0394736842105263","0.154605263157895"
"D110","1","0.0440521279834054","1","0.549222797927461","1","0.549222797927461","0.795454545454545","0.33160621761658","0.548048004073971","0.42922906811845","0.772727272727273","0.217616580310881","0.265822784810127","0.0590717299578059","0.909090909090909","0.50259067357513","0.384436763991265","0.00370597284469232","0.75","0.0103626943005182","0.780590717299578","0.00421940928270037"
"D111","0.170208240096671","0.225710801376393","0.398550724637681","0.429447852760736","0.398550724637681","0.429447852760736","0.471014492753623","0.417177914110429","0.484248089047773","0.482935218801834","0.311594202898551","0.300613496932515","0.0166112956810631","0.00664451827242525","1","1","0.0854798330282485","0.0607974584618588","0.123188405797101","0.0797546012269938","0.0730897009966778","0.0498338870431894"
"D112","0.584856381878714","0.0211187444709068","0.970149253731343","0.772241992882562","0.970149253731343","0.772241992882562","0.776119402985075","0.245551601423488","0.521757053311822","0.465110772166611","0.656716417910448","0.131672597864769","0.0574712643678161","0.0114942528735632","1","0.98220640569395","0.404755133734853","0.00650235714297409","0.895522388059702","0.0249110320284698","0.948275862068966","0"
"D113","0.0836047489466957","0.0757701433209295","0.942583732057416","0.232","0.942583732057416","0.232","0.217703349282297","0.808","0.45017025060571","0.520228920854837","0.0287081339712919","0.768","0.00368324125230203","0.0976058931860037","0.983253588516746","1","0","0.499968900269136","0","1","0","1"
"D114","0.472268497069126","0.055796206347023","0.956521739130435","0.937655860349127","0.956521739130435","0.937655860349127","0.902173913043478","0.29426433915212","0.531440425971085","0.465397254972067","0.847826086956522","0.122194513715711","0.0750507099391481","0.0162271805273834","1","0.987531172069825","0.499996055864711","0","1","0","1","0"
"D115","0.721251869383267","0.0357383504119683","0.962264150943396","0.826612903225806","0.962264150943396","0.826612903225806","0.943396226415094","0.266129032258065","0.535789085119339","0.462229448322077","0.924528301886792","0.125","0.0830564784053156","0.0166112956810631","1","0.967741935483871","0.500003644029577","0","1","0","1","0"
"D116","0.166816145564654","0.244327005545365","0.864864864864865","0.835526315789474","0.864864864864865","0.835526315789474","0.486486486486487","0.506578947368421","0.484424523404765","0.485574229729859","0.310810810810811","0.322368421052632","0.0133333333333333","0.0133333333333333","1","1","0.136543778340243","0.128995578866083","0.148648648648649","0.151315789473684","0.14","0.116666666666667"
"D117","0.405345694434778","0.0878622684946951","0.959459459459459","0.952205882352941","0.959459459459459","0.952205882352941","0.864864864864865","0.319852941176471","0.524100918861727","0.46877876850107","0.77027027027027","0.158088235294118","0.0809248554913295","0.0173410404624277","1","0.996323529411765","0.499992360085151","0","1","0","1","0"
"D118","0.798906471642773","0.100063640536174","0.971698113207547","0.96029776674938","0.971698113207547","0.96029776674938","0.858490566037736","0.317617866004963","0.52480529985908","0.470144181731948","0.811320754716981","0.168734491315136","0.0609037328094303","0.0294695481335953","1","0.997518610421836","0.500002391954652","0","1","0","1","0"
"D119","0.520069808027923","0.0834359927912313","0.797619047619048","0.930379746835443","0.797619047619048","0.930379746835443","0.44047619047619","0.253164556962025","0.445916468618291","0.423469090853756","0.285714285714286","0.164556962025316","0.0661157024793388","0.0661157024793388","0.666666666666667","0.639240506329114","0.184632961005902","0.0591805807992597","0.178571428571429","0.107594936708861","0.173553719008264","0.0454545454545454"
"D120","0.798526580778913","0.463046161547832","0.96029776674938","0.984","0.96029776674938","0.984","0.290322580645161","0.744","0.412748623390447","0.517576847795504","0.176178660049628","0.616","0.0681818181818182","0.244318181818182","0.461538461538462","0.936","0.031772091702629","0.31183104970343","0.0645161290322581","0.48","0.0321969696969697","0.462121212121212"
"D121","0.374667341851679","0.331226088633949","0.876254180602007","0.954128440366973","0.876254180602007","0.954128440366973","0.317725752508361","0.743119266055046","0.413307000832869","0.501103054161998","0.177257525083612","0.532110091743119","0.0882352941176471","0.196078431372549","0.521739130434783","0.917431192660551","0.0329369755421696","0.323537604030928","0.0702341137123745","0.532110091743119","0.0367647058823529","0.536764705882353"
"D122","0.686587235073117","0.701630165591309","0.929824561403509","0.977272727272727","0.929824561403509","0.977272727272727","0.298245614035088","0.590909090909091","0.424781080855669","0.489448866503294","0.184210526315789","0.477272727272727","0.0759493670886076","0.14873417721519","0.548245614035088","0.863636363636364","0.0426495791846734","0.268507470808786","0.0614035087719298","0.386363636363636","0.0474683544303798","0.430379746835443"
"D123","0.289430543173922","0.119058332546956","0.873873873873874","0.916666666666667","0.873873873873874","0.916666666666667","0.468468468468468","0.433333333333333","0.457620728471174","0.444261007540938","0.333333333333333","0.316666666666667","0.0822510822510823","0.0735930735930736","0.621621621621622","0.65","0.119264472287915","0.108912743939381","0.135135135135135","0.2","0.121212121212121","0.147186147186147"
"D124","0.159688032548603","0.248281130634072","0.849056603773585","0.941935483870968","0.849056603773585","0.941935483870968","0.389937106918239","0.451612903225806","0.442610132421651","0.456870709912392","0.308176100628931","0.335483870967742","0.114649681528662","0.0732484076433121","0.635220125786163","0.787096774193548","0.1278646138847","0.111521258369056","0.176100628930818","0.232258064516129","0.111464968152866","0.171974522292994"
"D125","0.271787739024909","0.341092627482424","0.977346278317152","0.977653631284916","0.977346278317152","0.977653631284916","0.660194174757282","0.569832402234637","0.398524947300242","0.364199428201606","0.368932038834951","0.220670391061453","0.0629685157421289","0.0374812593703148","0.828478964401295","0.793296089385475","0.216171003567691","0.132342688705554","0.375404530744337","0.23463687150838","0.356821589205397","0.184407796101949"
"D126","0.311229235729083","0.240151459487087","0.963455149501661","0.974683544303797","0.963455149501661","0.974683544303797","0.667774086378738","0.670886075949367","0.32357038777169","0.316916188126651","0.26578073089701","0.243670886075949","0.0437601296596434","0.0583468395461912","0.740863787375415","0.727848101265823","0.20781548892096","0.165131814059346","0.45514950166113","0.316455696202532","0.437601296596434","0.270664505672609"
"D127","0.206799750805562","0.222454836361023","0.97029702970297","0.967105263157895","0.97029702970297","0.967105263157895","0.590759075907591","0.546052631578947","0.295810694460049","0.326211607748868","0.178217821782178","0.220394736842105","0.057660626029654","0.0411861614497529","0.712871287128713","0.746710526315789","0.211198562617564","0.156873879747263","0.432343234323432","0.361842105263158","0.42504118616145","0.301482701812191"
"D128","0.299745578010361","0.217571049307743","0.949458483754513","0.96551724137931","0.949458483754513","0.96551724137931","0.67870036101083","0.470443349753695","0.406653466399821","0.356237188720314","0.375451263537906","0.199507389162562","0.0658857979502196","0.0512445095168375","0.837545126353791","0.79064039408867","0.499940417830996","0","1","0","1","0"
"D129","0.721560743492174","0.641414755457309","0.973913043478261","0.966666666666667","0.973913043478261","0.966666666666667","0.452173913043478","0.458333333333333","0.444293691334173","0.446662854176671","0.260869565217391","0.291666666666667","0.0893617021276596","0.106382978723404","0.643478260869565","0.7","0.113064955662201","0.15360243476897","0.130434782608696","0.275","0.102127659574468","0.174468085106383"
"D130","0.25408523977966","0.361154528303419","0.988472622478386","0.952380952380952","0.988472622478386","0.952380952380952","0.671469740634006","0.533834586466165","0.427181844767937","0.402477603737654","0.403458213256484","0.290726817042607","0.0455764075067024","0.0375335120643432","0.870317002881844","0.842105263157895","0.197637072287508","0.14611566164448","0.368876080691643","0.258145363408521","0.35254691689008","0.222520107238606"
"D131","0.941859644836432","3.27889264175098e-05","0.952380952380952","0.216981132075472","0.952380952380952","0.216981132075472","1","0.122641509433962","0.536712843247638","0.446718877194729","1","0.0636792452830189","0.0292134831460674","0.00898876404494382","1","0.875","0.500001147076156","0","1","0","1","0"
"D132","0.946598880806351","5.26807001790208e-05","0.954545454545455","0.216035634743875","0.954545454545455","0.216035634743875","1","0.102449888641425","0.538058245184254","0.444140716065446","0.954545454545455","0.0556792873051225","0.0530785562632696","0.00636942675159236","1","0.879732739420935","0.50000728575322","0","1","0","1","0"
"D133","0.486547689738763","0.00228038232289341","0.366666666666667","0.167630057803468","0.366666666666667","0.167630057803468","0.733333333333333","0.069364161849711","0.522907719723908","0.423598343683403","0.666666666666667","0.0202312138728324","0.0345744680851064","0","1","0.739884393063584","0.165017069994181","0.0056214564277467","0.233333333333333","0.0057803468208093","0.151595744680851","0"
"D134","0.494636059789817","0.00108064804319018","0.285714285714286","0.154302670623145","0.285714285714286","0.154302670623145","0.678571428571429","0.0801186943620178","0.512338369504064","0.423951102666604","0.678571428571429","0.029673590504451","0.010958904109589","0.00547945205479452","1","0.70919881305638","0.125667225289542","0.00157470503249935","0.178571428571429","0.0029673590504451","0.134246575342466","0.00273972602739725"
"D135","0.238916782273952","0.000749503106582847","0.178571428571429","0.0269541778975741","0.178571428571429","0.0269541778975741","0.678571428571429","0.045822102425876","0.517899700729283","0.410413709214779","0.607142857142857","0.0134770889487871","0.0200501253132832","0.0025062656641604","1","0.738544474393531","0","0","0","0","0","0"
"D136","0.502354187710842","0.00467873691341663","0.452380952380952","0.207264957264957","0.452380952380952","0.207264957264957","0.785714285714286","0.0833333333333333","0.529253693218034","0.426484579358259","0.738095238095238","0.032051282051282","0.0254901960784314","0","1","0.735042735042735","0.279745548239242","0.000427944413439296","0.285714285714286","0.00427350427350426","0.296078431372549","0"
"D137","0.598179037420197","0.00337076405992375","0.375","0.255892255892256","0.375","0.255892255892256","0.8125","0.0942760942760943","0.521635472562878","0.427309825398283","0.71875","0.0336700336700337","0.0303951367781155","0.0060790273556231","1","0.818181818181818","0.104106289244496","0.00328343402780129","0.1875","0.00336700336700335","0.0851063829787234","0"
"D138","0.80594280113725","0.00114235032600111","0.959183673469388","0.25219298245614","0.959183673469388","0.25219298245614","0.816326530612245","0.157894736842105","0.507619008417532","0.455042055490808","0.551020408163265","0.0855263157894737","0.0396039603960396","0.0277227722772277","1","0.962719298245614","0.500000160145651","0","1","0","1","0"
"D139","0.943676128152602","0.000441107209089391","0.972222222222222","0.274151436031332","0.972222222222222","0.274151436031332","0.888888888888889","0.154046997389034","0.522864455842166","0.458533249058356","0.805555555555556","0.0783289817232376","0.035799522673031","0.0167064439140811","1","0.986945169712794","0.500000852605192","0","1","0","1","0"
"D140","0.863280951611573","0.000783864626649471","0.975","0.285714285714286","0.975","0.285714285714286","0.975","0.170506912442396","0.530827078852651","0.453498962372829","0.85","0.110599078341014","0.0485232067510548","0.0253164556962025","1","0.963133640552995","0.499997097048756","0","1","0","1","0"
"D141","0.247442594064501","0.235581421303814","0.291139240506329","0.328671328671329","0.291139240506329","0.328671328671329","0.322784810126582","0.391608391608392","0.466874986280444","0.47026353817614","0.158227848101266","0.223776223776224","0.00664451827242525","0.00332225913621262","1","0.993006993006993","0.0440612194651956","0.038913922712266","0.0632911392405063","0.0769230769230769","0.0299003322259136","0.0265780730897009"
"D142","0.0258611542110554","0.336307700002355","0.251162790697674","0.208695652173913","0.251162790697674","0.208695652173913","0.209302325581395","0.339130434782609","0.459287764837395","0.47394615658548","0.13953488372093","0.252173913043478","0.00303030303030303","0.00909090909090909","0.981395348837209","0.991304347826087","0.0218753934085499","0.0310681459370984","0.0279069767441861","0.0521739130434783","0.00909090909090904","0.0272727272727272"
"D143","0.0381294312922362","0.274298909773842","0.304347826086957","0.264150943396226","0.304347826086957","0.264150943396226","0.159420289855072","0.358490566037736","0.450244618502799","0.474856377170122","0.0628019323671498","0.245283018867925","0.00319488817891374","0.00958466453674121","0.980676328502415","1","0.0157656783764268","0.0695215641478387","0.0241545893719807","0.0660377358490566","0","0.0670926517571885"
"D144","0.375267351712041","0.0106474971095013","0.575","0.364661654135338","0.575","0.364661654135338","0.875","0.157894736842105","0.530672651739264","0.437218613157039","0.85","0.0601503759398496","0.0457516339869281","0","1","0.887218045112782","0.272431800403797","0.00813779882791876","0.4","0.0225563909774437","0.339869281045752","0.00653594771241828"
"D145","0.766523142482461","0.00158690813773777","0.96551724137931","0.40590405904059","0.96551724137931","0.40590405904059","0.827586206896552","0.118081180811808","0.517564775382929","0.438485037802604","0.655172413793103","0.0553505535055351","0.0233333333333333","0.00333333333333333","1","0.885608856088561","0.388887405617445","0.00480741237713234","0.551724137931034","0.00738007380073802","0.553333333333333","0.0033333333333333"
"D146","0.237189688908613","0.223629473809837","0.318471337579618","0.365217391304348","0.318471337579618","0.365217391304348","0.375796178343949","0.278260869565217","0.480459741624677","0.460367934112446","0.286624203821656","0.147826086956522","0.00775193798449612","0.00775193798449612","0.993630573248408","0.98695652173913","0.0444365392537399","0.0234484707017311","0.0636942675159236","0.0434782608695652","0.0387596899224806","0.0103359173126615"
"D147","0.139375323084691","0.343930621287288","0.426636568848758","0.391408114558473","0.426636568848758","0.391408114558473","0.343115124153499","0.355608591885442","0.472364377915744","0.473384964988691","0.216704288939052","0.243436754176611","0.0174013921113689","0.0220417633410673","0.986455981941309","0.995226730310263","0.0678827773167128","0.0767860622376552","0.103837471783296","0.114558472553699","0.0522041763341067","0.0754060324825986"
"D148","0.301257274148668","0.364229551934261","0.382857142857143","0.349206349206349","0.382857142857143","0.349206349206349","0.394285714285714","0.312169312169312","0.476458346352205","0.470678756673254","0.228571428571429","0.19047619047619","0.0137362637362637","0.010989010989011","0.994285714285714","1","0.0460416786469611","0.0616208804423432","0.0685714285714286","0.0952380952380952","0.0274725274725275","0.0521978021978022"
"D149","0.464719468688281","0.131503096536782","0.342105263157895","0.375609756097561","0.342105263157895","0.375609756097561","0.447368421052632","0.273170731707317","0.483903613589491","0.466353557259116","0.307017543859649","0.165853658536585","0.00940438871473354","0.00940438871473354","1","0.990243902439024","0.0797792093253727","0.0194495131924426","0.0877192982456141","0.0390243902439025","0.0470219435736677","0.0156739811912225"
"D150","0.0015826904091664","0.885881821447989","0.790645879732739","0.954545454545455","0.790645879732739","0.954545454545455","0.173719376391982","0.977272727272727","0.454607877957902","0.552391900258324","0.0846325167037862","0.977272727272727","0.0121703853955375","0.0709939148073022","0.953229398663697","1","0","0.500005549996819","0","1","0","1"
"D151","0.155226094040268","0.371165805897294","0.424444444444444","0.36322869955157","0.424444444444444","0.36322869955157","0.326666666666667","0.320627802690583","0.473228656140099","0.471238576133796","0.215555555555556","0.210762331838565","0.0111607142857143","0.00446428571428571","0.988888888888889","1","0.0535427635159659","0.071624194269598","0.0866666666666667","0.112107623318386","0.0379464285714286","0.0680803571428571"
"D152","0.595632033795489","0.00912496738510463","0.914285714285714","0.848484848484849","0.914285714285714","0.848484848484849","0.914285714285714","0.159090909090909","0.541235872571261","0.455548981191287","0.914285714285714","0.0757575757575758","0.0635451505016722","0.0100334448160535","1","0.973484848484849","0.49999342449529","0","1","0","1","0"
"D153","0.628506996065578","0.0557392290025739","0.980392156862745","0.935233160621762","0.980392156862745","0.935233160621762","0.96078431372549","0.178756476683938","0.542694494902667","0.453732265754276","0.92156862745098","0.0699481865284974","0.080091533180778","0.022883295194508","1","0.953367875647668","0.499995498984753","0","1","0","1","0"
"D154","0.00450181723061508","0.758100820673632","0.877729257641921","0.96","0.877729257641921","0.96","0.176855895196507","0.96","0.45551603672668","0.545397005005222","0.0764192139737991","0.96","0.015748031496063","0.0984251968503937","0.975982532751092","1","0","0.499998407428862","0","1","0","1"
"D155","0.997523219814242","0.0044837320326948","0.962962962962963","0.674509803921569","0.962962962962963","0.674509803921569","0.722222222222222","0.219607843137255","0.515566417634472","0.397900639969128","0.537037037037037","0.125490196078431","0.242718446601942","0.0323624595469256","0.87037037037037","0.458823529411765","0.37385698159673","0.0220497701564633","0.611111111111111","0.0274509803921569","0.624595469255663","0.00970873786407767"
"D156","0.682186783862832","0.0364236659491618","0.952380952380952","0.787644787644788","0.952380952380952","0.787644787644788","0.714285714285714","0.158301158301158","0.526366941871635","0.449949342274864","0.666666666666667","0.0540540540540541","0.0598006644518272","0.00332225913621262","1","0.972972972972973","0.409347023942251","0.00305956631348958","0.833333333333333","0.0115830115830116","0.830564784053156","0.00664451827242529"
"D157","0.0147807924317008","0.722002376374427","0.962616822429907","0.972972972972973","0.962616822429907","0.972972972972973","0.22196261682243","0.932432432432432","0.462079748773797","0.531335268589002","0.11214953271028","0.878378378378378","0.0099601593625498","0.0577689243027888","0.983644859813084","1","0","0.499989769143361","0","1","0","1"
"D158","0.934426229508197","0.0687609118621692","0.979591836734694","0.74869109947644","0.979591836734694","0.74869109947644","0.714285714285714","0.240837696335079","0.517840661920722","0.418280168544974","0.591836734693878","0.146596858638743","0.208333333333333","0.0416666666666667","0.816326530612245","0.528795811518325","0.358228660552133","0.0181842252313691","0.571428571428571","0.0314136125654451","0.595833333333333","0.0083333333333333"
"D159","0.681180861223803","0.0576920683315641","0.967741935483871","0.950146627565982","0.967741935483871","0.950146627565982","0.887096774193548","0.237536656891496","0.527421611236203","0.460498020470827","0.725806451612903","0.120234604105572","0.0818858560794045","0.0148883374689826","1","0.991202346041056","0.499994684584316","0","1","0","1","0"
"D160","0.809749780937523","0.0618905240193231","0.966101694915254","0.932773109243697","0.966101694915254","0.932773109243697","0.864406779661017","0.221288515406162","0.532910705974961","0.459970089135678","0.796610169491525","0.109243697478992","0.0745192307692308","0.00961538461538462","1","0.991596638655462","0.499999997836757","0","1","0","1","0"
"D161","0.236071610199664","0.0300109586722746","0.958174904942966","0.29020979020979","0.958174904942966","0.29020979020979","0.414448669201521","0.566433566433566","0.223887152023187","0.209786220344447","0.0760456273764259","0.125874125874126","0.00364298724954463","0.0473588342440801","0.657794676806084","0.632867132867133","0.237974330531501","0.127512596156397","0.536121673003802","0.346153846153846","0.540983606557377","0.324225865209472"
