"ds_name","overlapping.F2_partial.0","overlapping.F2_partial.1","overlapping.F3_partial.0","overlapping.F3_partial.1","overlapping.F4_partial.0","overlapping.F4_partial.1","neighborhood.N1_partial.0","neighborhood.N1_partial.1","neighborhood.N2_partial.0","neighborhood.N2_partial.1","neighborhood.N3_partial.0","neighborhood.N3_partial.1","neighborhood.N4_partial.0","neighborhood.N4_partial.1","neighborhood.T1_partial.0","neighborhood.T1_partial.1","linearity.class.L1_partial.0","linearity.class.L1_partial.1","linearity.class.L2_partial.0","linearity.class.L2_partial.1","linearity.class.L3_partial.0","linearity.class.L3_partial.1"
"D25","0.941723934246733","0.204474371133978","0.9609375","0.943396226415094","0.9609375","0.943396226415094","0.546875","0.650943396226415","0.481274619737268","0.502110294784286","0.3828125","0.537735849056604","0.136752136752137","0.170940170940171","0.8671875","0.877358490566038","0.12529407593205","0.212711255885132","0.21875","0.386792452830189","0.192307692307692","0.384615384615385"
"D26","0.267371505332361","0.175505263166399","0.967948717948718","0.945544554455445","0.967948717948718","0.945544554455445","0.692307692307692","0.569306930693069","0.506427254214877","0.493000298541676","0.576923076923077","0.420792079207921","0.0363128491620112","0.0502793296089385","1","0.99009900990099","0.228112570848515","0.108379559595926","0.42948717948718","0.232673267326733","0.385474860335196","0.201117318435754"
"D27","0.191282320056544","0.233407053941238","0.949685534591195","0.943661971830986","0.949685534591195","0.943661971830986","0.70440251572327","0.683098591549296","0.500552460200114","0.497787463476973","0.534591194968553","0.507042253521127","0.0232558139534884","0.053156146179402","1","1","0.128008343423615","0.254451097307027","0.264150943396226","0.464788732394366","0.215946843853821","0.521594684385382"
"D28","0.23640104346762","0.223724684325619","0.975","0.964646464646465","0.975","0.964646464646465","0.64","0.676767676767677","0.497864715495483","0.499611837926358","0.47","0.48989898989899","0.0276381909547739","0.0452261306532663","1","1","0.190436353735587","0.196187648261452","0.415","0.48989898989899","0.4321608040201","0.5"
"D29","0.760709304642359","0.29024629368159","0.982608695652174","0.948717948717949","0.982608695652174","0.948717948717949","0.643478260869565","0.641025641025641","0.487975514275187","0.493428974910815","0.469565217391304","0.512820512820513","0.185344827586207","0.120689655172414","0.834782608695652","0.837606837606838","0.160590689061338","0.19468725350993","0.31304347826087","0.376068376068376","0.232758620689655","0.318965517241379"
"D30","0.703562436385065","0.504133310147292","0.969465648854962","0.96","0.969465648854962","0.96","0.603053435114504","0.71","0.487682856060371","0.514732352304497","0.473282442748092","0.63","0.0606060606060606","0.173160173160173","0.809160305343511","0.93","0.0791583339635804","0.252483677977952","0.145038167938931","0.47","0.0909090909090909","0.41991341991342"
"D31","0.35270883394276","0.333528467667962","0.977198697068404","0.986928104575163","0.977198697068404","0.986928104575163","0.631921824104234","0.65359477124183","0.495449205654761","0.497540176610731","0.452768729641694","0.464052287581699","0.0538336052202284","0.0522022838499184","1","1","0.170284845781964","0.19984623359417","0.361563517915309","0.450980392156863","0.357259380097879","0.484502446982055"
"D32","0.523238236638387","0.0061512943199124","0.96875","0.246861924686193","0.96875","0.246861924686193","0.875","0.435146443514644","0.512259570092809","0.485206319163407","0.6875","0.359832635983264","0.0198019801980198","0.0495049504950495","1","1","0.499993896423671","0","1","0","1","0"
"D33","0.492088410237875","0.015981229845255","0.96","0.225941422594142","0.96","0.225941422594142","0.866666666666667","0.380753138075314","0.507391644589896","0.480070483121253","0.613333333333333","0.292887029288703","0.0159235668789809","0.0222929936305732","1","0.98744769874477","0.500000768672209","0","1","0","1","0"
"D34","0.0902905782438121","0.192122412999782","0.408163265306122","0.537037037037037","0.408163265306122","0.537037037037037","0.362244897959184","0.611111111111111","0.475308459732433","0.497008124100885","0.25","0.481481481481481","0.0164473684210526","0.0328947368421053","1","1","0.065460096282244","0.158238081092578","0.102040816326531","0.222222222222222","0.055921052631579","0.167763157894737"
"D35","0.0663843612312642","0.337226045159579","0.437185929648241","0.58252427184466","0.437185929648241","0.58252427184466","0.35678391959799","0.611650485436893","0.474650934348201","0.499356296048861","0.236180904522613","0.485436893203884","0.0132450331125828","0.0397350993377483","0.979899497487437","1","0.0374677566131321","0.169515753754491","0.0804020100502513","0.233009708737864","0.0331125827814569","0.16887417218543"
"D36","0.0491176058427874","0.347494481029082","0.521951219512195","0.619047619047619","0.521951219512195","0.619047619047619","0.4","0.619047619047619","0.47380050665536","0.498473682621196","0.239024390243902","0.428571428571429","0.00645161290322581","0.0193548387096774","0.990243902439024","1","0.0456390230334899","0.136501130643338","0.0682926829268292","0.152380952380952","0.0419354838709678","0.0870967741935483"
"D37","0.0506024900411902","0.27503277126955","0.541237113402062","0.574074074074074","0.541237113402062","0.574074074074074","0.324742268041237","0.574074074074074","0.471774118226175","0.496264309645265","0.201030927835052","0.425925925925926","0.0198675496688742","0.0165562913907285","0.989690721649485","1","0.0555498748192187","0.140696237348602","0.0876288659793815","0.185185185185185","0.043046357615894","0.0993377483443708"
"D38","0.650327478742345","0.0167149525076515","0.982758620689655","0.267477203647416","0.982758620689655","0.267477203647416","0.609195402298851","0.389057750759878","0.487541065264152","0.487183243658332","0.304597701149425","0.303951367781155","0.00596421471172962","0.0576540755467197","1","1","0.499990416614546","0","1","0","1","0"
"D39","0.412589341539417","0.0231769128516648","0.948717948717949","0.295238095238095","0.948717948717949","0.295238095238095","0.581196581196581","0.433333333333333","0.488679935588954","0.488360268545657","0.333333333333333","0.371428571428571","0.018348623853211","0.0581039755351682","1","1","0.499969366542896","0","1","0","1","0"
"D40","0.441028569146616","0.0148520994843826","0.969387755102041","0.281553398058252","0.969387755102041","0.281553398058252","0.663265306122449","0.470873786407767","0.488800424163151","0.490306129738661","0.418367346938776","0.383495145631068","0.0197368421052632","0.0559210526315789","1","1","0.499970650583497","0","1","0","1","0"
"D41","0.451411017636198","0.0176927692509312","0.979310344827586","0.280645161290323","0.979310344827586","0.280645161290323","0.627586206896552","0.441935483870968","0.484548169678335","0.485427161871789","0.289655172413793","0.354838709677419","0.0153846153846154","0.0505494505494506","1","1","0.499989515855003","0","1","0","1","0"
"D42","0.254560609286278","0.0323608859047183","0.94054054054054","0.297709923664122","0.94054054054054","0.297709923664122","0.427027027027027","0.648854961832061","0.46688468044941","0.508795304067033","0.135135135135135","0.610687022900763","0.0126582278481013","0.0791139240506329","0.994594594594595","1","8.97018418857254e-05","0.417235967633741","0.00540540540540535","0.641221374045801","0.00316455696202533","0.69620253164557"
"D43","0.303344117869851","0.0352956632489822","0.961722488038278","0.259615384615385","0.961722488038278","0.259615384615385","0.430622009569378","0.538461538461538","0.469957116385195","0.495719048687023","0.15311004784689","0.461538461538462","0.00479616306954436","0.0479616306954436","0.990430622009569","0.995192307692308","0.143723993483916","0.219018876417908","0.301435406698565","0.447115384615385","0.304556354916067","0.376498800959233"
"D44","0.117528491542204","0.0521210342879847","0.929577464788732","0.450549450549451","0.929577464788732","0.450549450549451","0.384976525821596","0.802197802197802","0.472450383092585","0.522268523203803","0.183098591549296","0.758241758241758","0.00986842105263158","0.0855263157894737","1","1","0","0.499986245393636","0","1","0","1"
"D45","0.0346046466709155","0.505687919597856","0.794520547945206","0.925925925925926","0.794520547945206","0.925925925925926","0.424657534246575","0.765432098765432","0.476892938384077","0.512820209170282","0.301369863013699","0.666666666666667","0.02","0.02","0.995433789954338","1","0.0399755155319861","0.276318711004084","0.0776255707762558","0.54320987654321","0.05","0.446666666666667"
"D46","0.398391949354727","0.0293744491594148","0.95959595959596","0.238805970149254","0.95959595959596","0.238805970149254","0.45959595959596","0.567164179104478","0.473197841969397","0.496325308108086","0.186868686868687","0.497512437810945","0.0100250626566416","0.06265664160401","1","0.990049751243781","0.165068777665433","0.197884286374271","0.373737373737374","0.383084577114428","0.358395989974937","0.383458646616541"
"D47","0.469410801393281","0.0192268559193218","0.89247311827957","0.733812949640288","0.89247311827957","0.733812949640288","0.634408602150538","0.489208633093525","0.484979670610337","0.467292833322029","0.462365591397849","0.366906474820144","0.150862068965517","0.0905172413793103","0.827956989247312","0.784172661870504","0.166291833195846","0.0933160845773666","0.290322580645161","0.201438848920863","0.232758620689655","0.116379310344828"
"D48","0.0267711463871783","0.410161635031051","0.789473684210526","0.829059829059829","0.789473684210526","0.829059829059829","0.478947368421053","0.632478632478632","0.486054224539142","0.498587700064758","0.347368421052632","0.452991452991453","0.0260586319218241","0.0293159609120521","1","1","0.07764580692868","0.258480655641611","0.131578947368421","0.427350427350427","0.0977198697068404","0.387622149837134"
"D49","0.141698047934624","0.498733737080602","0.968553459119497","0.979166666666667","0.968553459119497","0.979166666666667","0.449685534591195","0.819444444444444","0.484547796248053","0.519122416242544","0.270440251572327","0.736111111111111","0.0367965367965368","0.0714285714285714","0.99685534591195","1","0","0.499994555084284","0","1","0","1"
"D50","0.924166050970674","0.157731337514241","0.991525423728814","0.701492537313433","0.991525423728814","0.701492537313433","0.457627118644068","0.447761194029851","0.465166992360152","0.460636308167694","0.305084745762712","0.358208955223881","0.126984126984127","0.103174603174603","0.754237288135593","0.746268656716418","0.108870885963616","0.151813992184768","0.194915254237288","0.261194029850746","0.123015873015873","0.158730158730159"
"D51","0.0226353780112448","0.471661387375752","0.92822966507177","0.968421052631579","0.92822966507177","0.968421052631579","0.454545454545455","0.778947368421053","0.488778978961959","0.51062593529703","0.344497607655502","0.631578947368421","0.0263157894736842","0.0559210526315789","0.995215311004785","0.989473684210526","0","0.499919453439299","0","1","0","1"
"D52","0.361236982245115","0.338991392582773","0.970588235294118","0.983552631578947","0.970588235294118","0.983552631578947","0.676470588235294","0.516447368421053","0.492268866670484","0.483699305526108","0.512605042016807","0.358552631578947","0.0498154981549815","0.040590405904059","0.983193277310924","0.983552631578947","0.232482208394704","0.125702665533105","0.42436974789916","0.243421052631579","0.424354243542435","0.212177121771218"
"D53","0.878865380144152","0.4099638904843","0.968","0.940677966101695","0.968","0.940677966101695","0.504","0.525423728813559","0.460890875701106","0.468381407762509","0.392","0.364406779661017","0.139917695473251","0.135802469135802","0.672","0.838983050847458","0.145343704606651","0.147292527459194","0.256","0.296610169491525","0.193415637860082","0.304526748971193"
"D54","0.543695434446498","0.706944269810369","0.988929889298893","0.985074626865672","0.988929889298893","0.985074626865672","0.439114391143911","0.592039800995025","0.447374695214476","0.480081474850667","0.309963099630996","0.45771144278607","0.158898305084746","0.139830508474576","0.682656826568266","0.860696517412935","0.110931429826251","0.195943689190905","0.180811808118081","0.378109452736318","0.144067796610169","0.317796610169492"
"D55","0.901639344262295","0.571273534287993","0.995145631067961","0.993548387096774","0.995145631067961","0.993548387096774","0.514563106796116","0.632258064516129","0.468260140741741","0.496171994974653","0.339805825242718","0.509677419354839","0.105263157894737","0.146814404432133","0.713592233009709","0.845161290322581","0.113315936311176","0.19614082570067","0.169902912621359","0.354838709677419","0.171745152354571","0.340720221606648"
"D56","0.330891077309364","0.312985011893123","0.992248062015504","0.977064220183486","0.992248062015504","0.977064220183486","0.622739018087855","0.582568807339449","0.498147278146199","0.493233375589684","0.48578811369509","0.401376146788991","0.0534629404617254","0.0364520048602673","1","1","0.199798606769099","0.149564712263326","0.338501291989664","0.270642201834862","0.289185905224787","0.240583232077764"
"D57","0.808329179525377","0.000916153836246317","0.95","0.168582375478927","0.95","0.168582375478927","0.9","0.318007662835249","0.516804164537758","0.471940803355721","0.65","0.237547892720307","0.0166112956810631","0.0332225913621262","1","0.980842911877395","0.500002269264833","0","1","0","1","0"
"D58","0.595004747414358","0.00304552323982526","0.942307692307692","0.196428571428571","0.942307692307692","0.196428571428571","0.884615384615385","0.264285714285714","0.513613140107771","0.467895292249589","0.711538461538462","0.167857142857143","0.0331325301204819","0.0210843373493976","1","0.996428571428571","0.500003544507767","0","1","0","1","0"
"D59","0.791110391279337","0.00155553648655244","0.958333333333333","0.198443579766537","0.958333333333333","0.198443579766537","0.875","0.346303501945525","0.515519920314376","0.477041268998959","0.645833333333333","0.233463035019455","0.0295081967213115","0.0360655737704918","1","0.996108949416342","0.499987019109544","0","1","0","1","0"
"D60","0.296367669414902","0.0590240465945807","0.318840579710145","0.254310344827586","0.318840579710145","0.254310344827586","0.652173913043478","0.211206896551724","0.506984893229857","0.450973371909036","0.521739130434783","0.0818965517241379","0.0299003322259136","0.00332225913621262","1","0.987068965517241","0.170625949660471","0.0103291308198037","0.115942028985507","0.021551724137931","0.116279069767442","0.00332225913621265"
"D61","0.595004747414358","0.00321863459531685","0.941176470588235","0.190647482014389","0.941176470588235","0.190647482014389","0.882352941176471","0.26978417266187","0.51287389517292","0.468537245483877","0.705882352941177","0.161870503597122","0.0182370820668693","0.0151975683890578","1","0.992805755395683","0.499997927889848","0","1","0","1","0"
"D62","0.534071706817763","0.00374434558587251","0.958333333333333","0.225255972696246","0.958333333333333","0.225255972696246","0.763888888888889","0.290102389078498","0.496939443317489","0.470535742434967","0.472222222222222","0.184300341296928","0.0273972602739726","0.0219178082191781","1","0.996587030716723","0.500005521183958","0","1","0","1","0"
"D63","0.81466351870428","0.00234644980192043","0.964912280701754","0.174603174603175","0.964912280701754","0.174603174603175","0.842105263157895","0.365079365079365","0.515618956264128","0.479516988046734","0.684210526315789","0.257936507936508","0.0226537216828479","0.029126213592233","1","0.996031746031746","0.50000116012798","0","1","0","1","0"
"D64","0.0648598134845747","0.348241688951674","0.306896551724138","0.516129032258065","0.306896551724138","0.516129032258065","0.248275862068966","0.634408602150538","0.456231348383319","0.502673487287901","0.113793103448276","0.526881720430108","0","0.0365535248041775","0.96551724137931","1","0.0251050397722498","0.139153660522624","0.0482758620689655","0.225806451612903","0.0156657963446475","0.182767624020888"
"D65","0.0424938246451242","0.388626153695449","0.25","0.426829268292683","0.25","0.426829268292683","0.263392857142857","0.597560975609756","0.45724016806495","0.499291964284501","0.116071428571429","0.5","0.00326797385620915","0.0294117647058824","0.973214285714286","0.98780487804878","0.0199948216950003","0.106354414920277","0.0178571428571429","0.121951219512195","0.0163398692810458","0.0751633986928104"
"D66","0.57094117326367","0.00532302054036064","0.946666666666667","0.2875","0.946666666666667","0.2875","0.8","0.366666666666667","0.499907018073942","0.480462593437476","0.493333333333333","0.3","0.0126984126984127","0.0253968253968254","1","0.991666666666667","0.499992285604581","0","1","0","1","0"
"D67","0.443985852729909","0.0187644232826294","0.981308411214953","0.258426966292135","0.981308411214953","0.258426966292135","0.663551401869159","0.340823970037453","0.485247125901904","0.476691750220843","0.317757009345794","0.228464419475655","0.0106951871657754","0.0561497326203209","1","0.99250936329588","0.500003465055784","0","1","0","1","0"
"D68","0.116408636272096","0.169680878411002","0.393939393939394","0.438709677419355","0.393939393939394","0.438709677419355","0.509090909090909","0.509677419354839","0.486767644298608","0.487323391709548","0.351515151515152","0.367741935483871","0.0375","0.009375","1","1","0.0563387673935137","0.118497295328192","0.0969696969696969","0.161290322580645","0.059375","0.140625"
"D69","0.0632105041932497","0.343049838289285","0.424870466321243","0.439252336448598","0.424870466321243","0.439252336448598","0.383419689119171","0.570093457943925","0.473332847262864","0.494643522486618","0.217616580310881","0.476635514018692","0.01","0.0266666666666667","0.979274611398964","1","0.0519479027449643","0.102887479326844","0.0984455958549223","0.158878504672897","0.0600000000000001","0.0966666666666667"
"D70","0.323332627573538","0.106407990101135","0.579439252336449","0.451456310679612","0.579439252336449","0.451456310679612","0.551401869158878","0.276699029126214","0.48531376369471","0.460223687554277","0.401869158878505","0.145631067961165","0.0319488817891374","0.0223642172523962","0.990654205607477","0.975728155339806","0.144815920893736","0.0343751947793652","0.158878504672897","0.0679611650485437","0.146964856230032","0.0447284345047924"
"D71","0.0122581093807913","0.245550532091952","0.388349514563107","0.427083333333333","0.388349514563107","0.427083333333333","0.281553398058252","0.479166666666667","0.464419949590405","0.484102306282331","0.203883495145631","0.291666666666667","0.0033112582781457","0.0264900662251656","0.975728155339806","1","0.0307203086764346","0.152708632455306","0.0388349514563107","0.21875","0.043046357615894","0.152317880794702"
"D72","0.53395022998932","0.0610869228493199","0.971014492753623","0.807692307692308","0.971014492753623","0.807692307692308","0.855072463768116","0.286324786324786","0.525395542321571","0.466008936435651","0.739130434782609","0.136752136752137","0.0396039603960396","0.0297029702970297","1","0.995726495726496","0.361890939256801","0.0283993372941489","0.550724637681159","0.0512820512820513","0.544554455445545","0.033003300330033"
"D73","1","0.132234645404899","1","0.496932515337423","1","0.496932515337423","0.694444444444444","0.343558282208589","0.487750730769253","0.431714758610629","0.375","0.245398773006135","0.178723404255319","0.0723404255319149","0.888888888888889","0.595092024539877","0.18390763224977","0.0809851918226734","0.361111111111111","0.147239263803681","0.382978723404255","0.0936170212765958"
"D74","0.308063423118258","0.164000794654005","0.577464788732394","0.478260869565217","0.577464788732394","0.478260869565217","0.612676056338028","0.540372670807453","0.49742370245374","0.491601798322248","0.457746478873239","0.347826086956522","0.0264026402640264","0.0231023102310231","1","0.981366459627329","0.102540860468311","0.0965493641911384","0.169014084507042","0.167701863354037","0.118811881188119","0.099009900990099"
"D75","0.110647439828836","0.0614220623775216","0.96978021978022","0.323943661971831","0.96978021978022","0.323943661971831","0.302197802197802","0.78169014084507","0.461225520460543","0.517567255635444","0.0851648351648352","0.753521126760563","0.00197628458498024","0.100790513833992","0.989010989010989","1","0","0.499972406856604","0","1","0","1"
"D76","0.0904693881524596","0.144691167728628","0.6125","0.543624161073825","0.6125","0.543624161073825","0.525","0.597315436241611","0.487416836994349","0.498259298748733","0.35","0.469798657718121","0.0194174757281553","0.0258899676375405","1","0.993288590604027","0.125722751443988","0.0868118257260784","0.2","0.154362416107383","0.145631067961165","0.0938511326860841"
"D77","0.117973993582559","0.557935750740587","0.96137339055794","0.97972972972973","0.96137339055794","0.97972972972973","0.34549356223176","0.810810810810811","0.476130201668569","0.519005324601806","0.210300429184549","0.716216216216216","0.0276872964169381","0.0732899022801303","1","1","0","0.499997832245729","0","1","0","1"
"D78","0.112131621127137","0.54158284096477","0.905405405405405","0.944444444444444","0.905405405405405","0.944444444444444","0.382882882882883","0.8","0.477507005380747","0.516795814817649","0.265765765765766","0.688888888888889","0.0128205128205128","0.032051282051282","0.990990990990991","1","0.0496435435070662","0.267156156400979","0.112612612612613","0.488888888888889","0.0737179487179487","0.496794871794872"
"D79","1","0.0423462255883518","1","0.747252747252747","1","0.747252747252747","0.611111111111111","0.373626373626374","0.485149979534963","0.434003728800809","0.388888888888889","0.263736263736264","0.110236220472441","0.0826771653543307","0.916666666666667","0.642857142857143","0.272218369825435","0.0306571117656749","0.486111111111111","0.0769230769230769","0.409448818897638","0.0275590551181102"
"D80","0.0641512274419512","0.059151811635677","0.889380530973451","0.415584415584416","0.889380530973451","0.415584415584416","0.336283185840708","0.818181818181818","0.471152235882051","0.525407767410541","0.15929203539823","0.766233766233766","0.0099009900990099","0.0561056105610561","0.995575221238938","1","0","0.499968802136493","0","1","0","1"
